ExperimentalCondition,Head Horizontal,Head Vertical,Eye Horizontal,Eye Vertical,SuccessfulCompletion,Steering,Time,Event
BaseCondition,0.9669466018676758,-0.0893972739577293,0.9375655055046082,-0.05225071310997,0.0,0.0,-0.14,NoEvent
AudioOnly,0.8524078726768494,0.0839817374944686,0.8992326855659485,0.0800801217555999,0.0,0.0,-0.14,NoEvent
FullLoopAR,0.9411323666572572,-0.0019339546561241,0.9283672571182252,0.0257854871451854,0.0,0.0,-0.14,NoEvent
BaseCondition,0.96939218044281,0.129680186510086,0.967850148677826,-0.0424050875008106,0.0,0.0,-0.14,NoEvent
HUDOnly,0.8991490602493286,0.0308410972356796,0.91938716173172,-0.0438112094998359,0.0,0.0,-0.14,NoEvent
FullLoopAR,0.9774770140647888,-0.1451172232627868,0.9589112997055054,-0.1480032503604889,1.0,0.0,-0.14,NoEvent
AudioOnly,0.9569813013076782,-0.0799831300973892,0.7727084159851074,-0.13771553337574,1.0,0.0,-0.14,NoEvent
HUDOnly,0.9298792481422424,-0.0966908186674118,0.939822256565094,-0.0612706393003463,0.0,0.0,-0.14,NoEvent
AudioOnly,0.9494808912277222,0.0572590827941894,0.9590382874011992,-0.1044190265238285,1.0,0.0,-0.14,NoEvent
AudioOnly,0.9634984731674194,-0.1083435639739036,0.939102590084076,-0.0252996031194924,0.0,0.0,-0.14,NoEvent
HUDOnly,0.946217954158783,-0.1736764013767242,0.929320752620697,-0.2908422946929931,0.0,0.0,-0.14,NoEvent
BaseCondition,0.9786715656518936,-0.1086181253194808,0.9802328944206238,-0.0861459914594888,0.0,0.0,-0.14,NoEvent
FullLoopAR,0.9803470969200134,-0.13515305519104,0.9576330780982972,-0.0556635372340679,1.0,0.0,-0.14,NoEvent
AudioOnly,0.9714154601097108,-0.109017826616764,0.9738336205482484,-0.0768149122595787,0.0,0.0,-0.14,NoEvent
BaseCondition,0.9569813013076782,-0.511929988861084,0.7727084159851074,-0.5797878503799438,0.0,0.0,-0.14,NoEvent
FullLoopAR,0.9342623949050904,-0.1964820623397827,0.951941728591919,-0.0978571325540542,1.0,0.0,-0.14,NoEvent
FullLoopAR,0.986129105091095,-0.0035916380584239,0.9606645107269288,3.75939707737416e-05,1.0,0.0,-0.14,NoEvent
HUDOnly,0.9855695366859436,-0.1230037957429885,0.9966391921043396,0.0713145211338996,1.0,0.0,-0.14,NoEvent
HUDOnly,0.964813768863678,-0.1203509718179702,0.9573100805282592,-0.1134505271911621,1.0,0.0,-0.14,NoEvent
FullLoopAR,0.9649409055709838,-0.0537902899086474,0.9628426432609558,-0.057165153324604,0.0,0.0,-0.14,NoEvent
BaseCondition,0.9845711588859558,0.0848581194877624,0.955172598361969,0.007764114998281,0.0,0.0,-0.14,NoEvent
FullLoopAR,0.9872405529022216,-0.0678401961922645,0.9759710431098938,-0.0886473059654235,0.0,0.0,-0.14,NoEvent
AudioOnly,0.958870530128479,-0.1288004368543625,0.9641414880752563,-0.0920092388987541,0.0,0.0,-0.14,NoEvent
HUDOnly,0.9646034240722656,-0.1978329420089721,0.980036437511444,-0.051491905003786,1.0,0.0,-0.14,NoEvent
BaseCondition,0.945451021194458,0.0278489980846643,0.95197856426239,-0.0217589624226093,0.0,0.0,-0.14,NoEvent
FullLoopAR,0.9646620750427246,-0.1656068265438079,0.9577770829200744,-0.0934937372803688,0.0,0.0,-0.14,NoEvent
BaseCondition,0.9434764981269836,-0.2515027523040771,0.963213324546814,-0.0734858214855194,0.0,0.0,-0.14,NoEvent
AudioOnly,0.9822286367416382,0.0506054461002349,0.9679409861564636,-0.0717185735702514,1.0,0.0,-0.14,NoEvent
HUDOnly,0.960347592830658,0.0380452312529087,0.978927731513977,-0.1041719615459442,0.0,0.0,-0.14,NoEvent
AudioOnly,0.9406136870384216,-0.0599944591522216,0.9526578783988952,-0.0958214849233627,0.0,0.0,-0.14,NoEvent
BaseCondition,0.9743843972682952,-0.0172957805916666,0.9515856504440308,-0.066816758364439,1.0,0.0,-0.14,NoEvent
AudioOnly,0.9498810172080994,-0.0723745226860046,0.9643895626068116,-0.092750109732151,1.0,0.0,-0.14,NoEvent
BaseCondition,0.94765043258667,-0.0304203853011131,0.9678137898445128,-0.0871834531426429,0.0,0.0,-0.14,NoEvent
FullLoopAR,0.9688779711723328,0.0133278649300336,0.9399126172065736,-0.0208348371088504,1.0,0.0,-0.14,NoEvent
FullLoopAR,0.9767750799655914,-0.1786195114254951,0.9626807769139608,-0.0025211412721545,1.0,0.0,-0.14,NoEvent
AudioOnly,0.955354392528534,0.0860843956470489,0.9725441932678224,-0.0341954380273819,1.0,0.0,-0.14,NoEvent
BaseCondition,0.9595972001552582,0.0714444331824779,0.9310949742794036,-0.0673091486096381,0.0,0.0,-0.14,NoEvent
AudioOnly,0.9749399423599244,0.0396142527461051,0.952951729297638,-0.0677571818232536,0.0,0.0,-0.14,NoEvent
BaseCondition,0.9493427872657776,-0.2459203451871872,0.9715286493301392,-0.0697223730385303,0.0,0.0,-0.14,NoEvent
AudioOnly,0.8524078726768494,0.2216940969228744,0.8992326855659485,0.0436752419918775,1.0,0.0,-0.14,NoEvent
HUDOnly,0.9330737590789796,-0.0724026262760162,0.9520696997642516,-0.0577952526509761,0.0,0.0,-0.14,NoEvent
HUDOnly,0.9880214929580688,0.0803122594952583,0.9629753828048706,-0.0637454986572265,0.0,0.0,-0.14,NoEvent
HUDOnly,0.9191546440124512,0.0121142044663429,0.8769959211349487,0.0653206333518028,1.0,0.0,-0.14,NoEvent
FullLoopAR,0.9597206711769104,-0.188800647854805,0.9602947235107422,-0.0887907147407531,1.0,0.0,-0.14,NoEvent
AudioOnly,0.9559697508811952,-0.1796711608767509,0.9787643849849702,-0.0712379291653633,1.0,0.0,-0.14,NoEvent
HUDOnly,0.9326806664466858,0.0181892849504947,0.8787656426429749,0.0485347285866737,1.0,0.0,-0.14,NoEvent
HUDOnly,0.9409313201904296,0.0509467720985412,0.9544848799705504,0.0046873223036527,0.0,0.0,-0.14,NoEvent
HUDOnly,0.9655351042747498,0.0531461872160434,0.904250144958496,-0.0440503135323524,1.0,0.0,-0.14,NoEvent
FullLoopAR,0.9704351425170898,-0.075745016336441,0.9779295325279236,-0.0258857235312461,1.0,0.0,-0.14,NoEvent
AudioOnly,0.9748806655406952,-0.0252716271206736,0.9596595168113708,-0.0345323421061038,0.0,0.0,-0.14,NoEvent
FullLoopAR,0.9701216220855712,-0.1851574331521988,0.8873478174209595,-0.3962484896183014,1.0,0.0,-0.14,NoEvent
AudioOnly,0.964693009853363,0.1051829680800437,0.9008238514264424,-0.3698455393314361,1.0,0.0,-0.14,NoEvent
AudioOnly,0.9246862530708312,-0.2381185442209243,0.9313263297080994,-0.0157851111143827,0.0,0.0,-0.14,NoEvent
BaseCondition,0.9836357235908508,-0.154226578772068,0.9372729659080506,-0.2957134544849396,0.0,0.0,-0.14,NoEvent
FullLoopAR,0.9687632918357848,0.1736217141151428,0.9450649619102478,-0.0041105239652097,0.0,0.0,-0.14,NoEvent
BaseCondition,0.9755426049232484,-0.0781251862645149,0.956547200679779,-0.0476145707070827,1.0,0.0,-0.14,NoEvent
HUDOnly,0.9718244075775146,-0.0377919301390647,0.945764660835266,0.0152551159262657,1.0,0.0,-0.14,NoEvent
FullLoopAR,0.9280126690864564,-0.0192413311451673,0.9543396830558776,-0.089255191385746,1.0,0.0,-0.14,NoEvent
HUDOnly,0.9812724888324738,-0.135771907866001,0.9525823295116423,-0.1879792958498001,1.0,0.0,-0.14,NoEvent
FullLoopAR,0.948647141456604,-0.1270841062068939,0.9552170038223268,-0.0979137644171714,1.0,0.0,-0.14,NoEvent
AudioOnly,0.9764726758003236,-0.1146959066390991,0.8970404863357544,-0.3697147071361542,1.0,0.0,-0.14,NoEvent
BaseCondition,0.9594173431396484,-0.180505633354187,0.9694523811340332,0.0091259628534317,0.0,0.0,-0.14,NoEvent
BaseCondition,0.9407401084899902,-0.2723025679588318,0.9758949875831604,-0.1051370278000831,0.0,0.0,-0.14,NoEvent
FullLoopAR,0.952148139476776,-0.0314169619232415,0.8611798584461212,-0.0297960806638001,1.0,0.0,-0.14,NoEvent
BaseCondition,0.937012940645218,-0.0178915038704871,0.9525345861911774,-0.0656618401408195,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9822484254837036,-0.0453903749585151,0.957691490650177,0.0349537655711174,1.0,0.0,-0.12,NoEvent
BaseCondition,0.972778618335724,-0.060717899352312,0.9615300893783568,-0.0314069800078868,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9688284993171692,-0.1286141723394394,0.9585623741149902,-0.1017144322395324,1.0,0.0,-0.12,NoEvent
BaseCondition,0.9924318194389344,0.0062554785981774,0.9626124501228333,-0.0606141649186611,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9565770626068116,0.0877117291092872,0.9704304337501526,-0.0507701486349105,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9410765171051024,0.038446094840765,0.8983125686645508,0.0087334858253598,1.0,0.0,-0.12,NoEvent
HUDOnly,0.9458470344543456,0.0528445243835448,0.9499858021736144,0.0506569873541593,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9912069439888,0.0139005472883581,0.9573947489261628,-0.0678811930119991,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.8964603543281555,-0.0620042346417903,0.955415904521942,-0.0085122119635343,1.0,0.0,-0.12,NoEvent
AudioOnly,0.9889662563800812,0.0120502561330795,0.9758848547935486,-0.0715722441673278,1.0,0.0,-0.12,NoEvent
AudioOnly,0.9510261416435242,-0.2869826257228851,0.9775505065917968,-0.1136571168899536,1.0,0.0,-0.12,NoEvent
HUDOnly,0.9913947582244872,-0.0439169704914093,0.9596453309059144,0.0712509751319885,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9509191513061525,-0.196164846420288,0.8706359267234802,-0.4008695483207702,0.0,0.0,-0.12,NoEvent
HUDOnly,0.934740424156189,0.054678089916706,0.9251598119735718,-0.003393174149096,1.0,0.0,-0.12,NoEvent
HUDOnly,0.9617000222206116,-0.2306447327136993,0.9594385027885436,-0.102954126894474,1.0,0.0,-0.12,NoEvent
BaseCondition,0.9978850483894348,-0.0390113592147827,0.9411751627922058,-0.3375754058361053,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9559665024280548,0.0580971334129571,0.9548198580741882,-0.0488137993961572,1.0,0.0,-0.12,NoEvent
HUDOnly,0.9808743596076964,-0.0019583646208047,0.9518753290176392,-0.1699484288692474,0.0,0.0,-0.12,NoEvent
AudioOnly,0.9693797826766968,0.0379549674689769,0.9276841878890992,-0.2898786664009094,0.0,0.0,-0.12,NoEvent
BaseCondition,0.959604263305664,0.0555817894637584,0.9462917745113372,-0.020877338014543,1.0,0.0,-0.12,NoEvent
AudioOnly,0.9802424311637878,-0.1259809583425521,0.9389733672142028,-0.3287182748317718,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9661311209201812,-0.1214127168059348,0.9549545347690582,-0.0503738559782504,1.0,0.0,-0.12,NoEvent
BaseCondition,0.9338189959526062,-0.2354536354541778,0.9421787858009338,-0.2150994688272476,1.0,0.0,-0.12,NoEvent
HUDOnly,0.9894410967826844,-0.0706096962094307,0.95806086063385,-0.2016745507717132,1.0,0.0,-0.12,NoEvent
HUDOnly,0.9573464393615724,0.138080209493637,0.9379413723945618,-0.0218408238142728,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9331837594509124,-0.1457315757870674,0.9366390109062194,-0.0120350336655974,0.0,0.0,-0.12,NoEvent
HUDOnly,0.967106968164444,0.029447965323925,0.9597924947738647,-0.0633367504924534,0.0,0.0,-0.12,NoEvent
AudioOnly,0.9737034440040588,-0.0186401605606079,0.9466509819030762,-0.0878385156393051,0.0,0.0,-0.12,NoEvent
HUDOnly,0.9656063318252563,-0.0649801194667816,0.970752775669098,-0.0694184005260467,1.0,0.0,-0.12,NoEvent
BaseCondition,0.9436818361282348,0.0346801131963729,0.9517309665679932,0.045890025794506,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9781766533851624,0.0601221472024917,0.9697535634040833,-0.0728603452444076,0.0,0.0,-0.12,NoEvent
BaseCondition,0.978223204612732,-0.0735044330358505,0.944194495677948,-0.1455951035022735,0.0,0.0,-0.12,NoEvent
AudioOnly,0.9572978019714355,-0.1954594701528549,0.9388859272003174,0.0106237595900893,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.952189564704895,-0.1876000761985778,0.9314936622977256,0.1427265256061218,0.0,0.0,-0.12,NoEvent
HUDOnly,0.9268465638160706,0.2071296796202659,0.9578078091144562,-0.1320646032691001,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9698865711688996,0.0048891315236687,0.9679896235466005,-0.0429726764559744,0.0,0.0,-0.12,NoEvent
BaseCondition,0.985301911830902,-0.0594226792454719,0.9673299789428712,-0.0570846311748027,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9793946146965028,-0.0172130428254604,0.9654741287231444,-0.0853458642959594,1.0,0.0,-0.12,NoEvent
HUDOnly,0.9719401299953462,-0.0298609612509608,0.9494085013866423,-0.0694128647446632,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9656274318695068,-0.0716328546404838,0.9460169076919556,-0.0308442711830139,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9781307578086852,-0.0160795524716377,0.9551452398300172,-0.0020369228441268,1.0,0.0,-0.12,NoEvent
AudioOnly,0.9453755617141724,-0.0203807819634675,0.9444840550422668,0.0105343852192163,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.965473473072052,-0.0335847549140453,0.9340519905090332,-0.1286304742097854,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9574677348136902,-0.1192699819803237,0.9568194150924684,-0.0450380370020866,1.0,0.0,-0.12,NoEvent
BaseCondition,0.953008472919464,-0.1413318961858749,0.943716287612915,-0.0565248131752014,0.0,0.0,-0.12,NoEvent
AudioOnly,0.9278544187545776,-0.0559111908078193,0.9441705346107484,0.0115646505728363,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9662044048309326,0.0177423954010009,0.960985004901886,-0.0807212516665458,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9425582885742188,-0.1626998484134674,0.9485382437705994,-0.0730618089437484,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.979228973388672,0.0002461448311805,0.9896188974380492,0.0267278403043746,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.972453773021698,-0.004634472541511,0.9529989361763,-0.0691693425178527,1.0,0.0,-0.12,NoEvent
BaseCondition,0.9854879677295684,0.0352026056498288,0.9207229316234588,-0.0158232170069822,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9584460854530334,-0.0358801335096359,0.955316126346588,-0.0848649963736534,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9503801465034484,-0.1331463158130645,0.8596773147583008,-0.5635489225387573,1.0,0.0,-0.12,NoEvent
BaseCondition,0.9656218439340593,-0.0883690696209668,0.8728624433279037,-0.4154124855995178,0.0,0.0,-0.12,NoEvent
HUDOnly,0.9919719696044922,-0.029797576367855,0.986500084400177,-0.0400137230753898,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9864617586135864,-0.0155932698398828,0.9661639928817748,-0.0569836422801017,1.0,0.0,-0.12,NoEvent
HUDOnly,0.980933427810669,-0.1058804914355278,0.9497323632240297,-0.0773033946752548,1.0,0.0,-0.12,NoEvent
HUDOnly,0.9742305278778076,0.0364505052566528,0.9832075238227844,-0.0430524535477161,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9346356987953186,-0.0577186718583107,0.9527997374534608,-0.0495531223714351,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.968259334564209,-0.0566069241613148,0.945583552122116,-0.0349806807935237,1.0,0.0,-0.12,NoEvent
AudioOnly,0.9599857926368712,-0.0093751703388988,0.8600309491157532,-0.4507520645856857,0.0,0.0,-0.12,NoEvent
HUDOnly,0.9431938529014589,0.0576009340584278,0.9369458556175232,0.044859904795885,1.0,0.0,-0.12,NoEvent
BaseCondition,0.9503801465034484,-0.2995224297046661,0.8596773147583008,-0.5342481136322021,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9709608554840088,-0.1330854296684265,0.972204566001892,-0.1042379513382911,0.0,0.0,-0.12,NoEvent
AudioOnly,0.9405533075332642,-0.1262122094631194,0.916438490152359,0.0199664318934082,1.0,0.0,-0.12,NoEvent
AudioOnly,0.9429147839546204,-0.0450513809919357,0.9544839859008788,-0.0837626755237579,1.0,0.0,-0.12,NoEvent
BaseCondition,0.9426811933517456,0.0778925344347953,0.9488571286201476,-0.0780918225646019,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9610247015953064,-0.0645528808236122,0.959426760673523,-0.0795419439673423,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9692808389663696,0.0305794570595026,0.956977367401123,-0.0748124867677688,0.0,0.0,-0.12,NoEvent
HUDOnly,0.9745410680770874,0.0631723627448082,0.990416705608368,-0.071343146264553,0.0,0.0,-0.12,NoEvent
HUDOnly,0.9927482306957244,0.0587427504360675,0.939999908208847,-0.1646204814314841,1.0,0.0,-0.12,NoEvent
AudioOnly,0.9644970297813416,-0.0111822830513119,0.9856876134872437,-0.0644237622618675,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9690511226654052,-0.1005051285028457,0.9537376165390016,-0.0308256261050701,0.0,0.0,-0.12,NoEvent
HUDOnly,0.9874781370162964,0.0001796260476112,0.9555886387825012,-0.0751893296837806,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9705073237419128,-0.0922743380069732,0.950943887233734,0.0032283680047839,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9536318182945251,0.1684795916080474,0.9532451033592224,-0.0362960509955883,1.0,0.0,-0.12,NoEvent
BaseCondition,0.9749340415000916,-0.0215216632932424,0.9505850672721864,-0.073549136519432,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9485746175050735,-0.0814428441226482,0.963267132639885,-0.0434331418946384,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9674394130706788,0.0368439778685569,0.9668559432029724,-0.0962097942829131,0.0,0.0,-0.12,NoEvent
HUDOnly,0.97041854262352,-0.0284853037446737,0.868200421333313,-0.3836650550365448,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9833275079727172,0.0101140197366476,0.8952968820929528,0.0082692757714539,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9805803000926973,-0.1117349565029144,0.9469054937362672,-0.0710001941770315,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9737040400505066,0.0096279494464397,0.9494472742080688,-0.0356886014342308,0.0,0.0,-0.12,NoEvent
HUDOnly,0.9793912172317506,-0.0335224755108356,0.9544402658939362,-0.0802384540438651,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9808595776557922,-0.0899725779891014,0.9577007293701172,-0.1573694199323654,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9855061769485474,0.0639524459838867,0.9586929678916932,-0.0426403060555458,1.0,0.0,-0.12,NoEvent
HUDOnly,0.9843330979347228,-0.003607228398323,0.9401576519012452,-0.1442237198352813,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9795891046524048,-0.171436995267868,0.9723547101020812,-0.0881136506795883,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9918575286865234,0.0812927931547164,0.94564026594162,0.0208064019680023,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9655900597572328,-0.0680869668722152,0.9813726544380188,-0.1919909417629242,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9850298464298248,-0.0512524880468844,0.9502405822277068,-0.0457308683544397,1.0,0.0,-0.12,NoEvent
HUDOnly,0.9655321836471558,0.0727608166635035,0.9738833010196686,-0.1431633383035659,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9496707320213318,-0.0397851690649986,0.9282214641571044,-0.0050106570124626,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9597193002700806,-0.0057430490851402,0.9156513214111328,-0.0026891499292105,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9641630053520204,-0.1450152471661567,0.9328786730766296,-0.2818929404020309,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9689551591873168,-0.0921150892972946,0.914435625076294,-0.0577529780566692,0.0,0.0,-0.12,NoEvent
AudioOnly,0.8500866591930389,0.0852956622838974,0.8952337801456451,0.0759882032871246,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9408152103424072,-0.0020567025057971,0.9280313849449158,0.0278742033988237,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9690536558628082,0.1302530169486999,0.9670091569423676,-0.0432451181113719,0.0,0.0,-0.12,NoEvent
HUDOnly,0.8973034620285034,0.0323492251336574,0.9201333522796632,-0.0277835298329591,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9773333072662354,-0.1436770558357238,0.8918607234954834,-0.2633674144744873,1.0,0.0,-0.12,NoEvent
AudioOnly,0.8500866591930389,-0.0789990276098251,0.8952337801456451,-0.1368325650691986,1.0,0.0,-0.12,NoEvent
HUDOnly,0.9279174506664276,-0.0954557005316018,0.9400757551193236,-0.0608039600774645,0.0,0.0,-0.12,NoEvent
AudioOnly,0.9484676122665404,0.0574837736785411,0.9511900395154952,-0.1200027298182249,1.0,0.0,-0.12,NoEvent
AudioOnly,0.9628720879554749,-0.1058244220912456,0.9376493990421296,-0.0238256966695189,0.0,0.0,-0.12,NoEvent
HUDOnly,0.9455915093421936,-0.1737850457429885,0.9326892793178558,-0.2895896285772323,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9785534143447876,-0.1074883788824081,0.9800572395324708,-0.0860301628708839,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9802427887916564,-0.1336191594600677,0.9558451473712922,-0.0545041542500257,1.0,0.0,-0.12,NoEvent
AudioOnly,0.970906138420105,-0.1074891835451126,0.9730437397956848,-0.0780736804008483,0.0,0.0,-0.12,NoEvent
BaseCondition,0.8500866591930389,-0.511733889579773,0.8952337801456451,-0.5825605392456055,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9333747923374176,-0.1885721012949943,0.9450814425945282,-0.0536017157137393,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9857693612575532,-0.0025286385789513,0.9598083049058914,0.0009445459872949,1.0,0.0,-0.12,NoEvent
HUDOnly,0.986886501312256,-0.1128833666443824,0.9962714314460754,0.0784827172756195,1.0,0.0,-0.12,NoEvent
HUDOnly,0.9649276733398438,-0.1147553957998752,0.950290709733963,-0.1169780306518077,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9641090631484984,-0.0542477145791053,0.9627047181129456,-0.0600081831216812,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9840846657752992,0.0861083567142486,0.9544490575790404,0.0089907748624682,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.986944019794464,-0.0646161958575247,0.9756737351417542,-0.0869973674416542,0.0,0.0,-0.12,NoEvent
AudioOnly,0.957927107810974,-0.1280470341444015,0.9636372327804564,-0.091244637966156,0.0,0.0,-0.12,NoEvent
HUDOnly,0.9645108580589294,-0.1958141326904297,0.9804985523223876,-0.0545165427029132,1.0,0.0,-0.12,NoEvent
BaseCondition,0.9450425803661346,0.0296908756718039,0.952154278755188,-0.0178882009349763,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9645431041717528,-0.1635514646768569,0.9547912776470184,-0.0948622114956378,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9432583451271056,-0.250089555978775,0.963948667049408,-0.0747162923216819,0.0,0.0,-0.12,NoEvent
AudioOnly,0.9815533757209778,0.0551257357001304,0.9670733213424684,-0.0700163841247558,1.0,0.0,-0.12,NoEvent
HUDOnly,0.9589853584766388,0.0356536712497472,0.9775676429271698,-0.1099412962794303,0.0,0.0,-0.12,NoEvent
AudioOnly,0.9407479166984558,-0.0610821135342121,0.9520120024681092,-0.0962636023759841,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9735882729291916,-0.014638180611655,0.9500077962875366,-0.0644834889099001,1.0,0.0,-0.12,NoEvent
AudioOnly,0.948947250843048,-0.0691628381609916,0.963084638118744,-0.0831250101327896,1.0,0.0,-0.12,NoEvent
BaseCondition,0.9457370638847352,-0.0256806276738643,0.9663709998130798,-0.0876038819551467,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9680576324462892,0.0149151515215635,0.9389942288398744,-0.0196076780557632,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9766778945922852,-0.1774311959743499,0.9558610121409098,-0.0019235337676945,1.0,0.0,-0.12,NoEvent
AudioOnly,0.9509629011154176,0.096100240945816,0.9726377725601196,-0.0371598862111568,1.0,0.0,-0.12,NoEvent
BaseCondition,0.9576759934425354,0.0714361816644668,0.9289317727088928,-0.0669635012745857,0.0,0.0,-0.12,NoEvent
AudioOnly,0.9734989702701567,0.0431032422930002,0.9529826641082764,-0.0631359312683343,0.0,0.0,-0.12,NoEvent
BaseCondition,0.9475902915000916,-0.2418659627437591,0.969628095626831,-0.0689104869961738,0.0,0.0,-0.12,NoEvent
AudioOnly,0.8500866591930389,0.2239907607436179,0.8952337801456451,0.0542225567623972,1.0,0.0,-0.12,NoEvent
HUDOnly,0.9306710362434388,-0.0686694309115409,0.9496804475784302,-0.0564558878540992,0.0,0.0,-0.12,NoEvent
HUDOnly,0.987721860408783,0.0840835720300674,0.9600196480751038,-0.0652047619223594,0.0,0.0,-0.12,NoEvent
HUDOnly,0.9164376854896544,0.0018422529101371,0.8799833357334137,0.0663711614906787,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9590321183204652,-0.1877215504646301,0.9595599174499512,-0.0881168693304061,1.0,0.0,-0.12,NoEvent
AudioOnly,0.9549875259399414,-0.1786292195320129,0.978812336921692,-0.0700119957327842,1.0,0.0,-0.12,NoEvent
HUDOnly,0.9310101866722108,0.0200065393000841,0.8769876956939697,0.0518518984317779,1.0,0.0,-0.12,NoEvent
HUDOnly,0.939304918050766,0.0531503204256296,0.9529616832733154,0.0073220508638769,0.0,0.0,-0.12,NoEvent
HUDOnly,0.9648340940475464,0.0533188432455062,0.9033672213554382,-0.0437696166336536,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.9701164364814758,-0.0736305564641952,0.9770957827568054,-0.0260319337248802,1.0,0.0,-0.12,NoEvent
AudioOnly,0.9741909801959991,-0.0236948197707533,0.9589721858501434,-0.0324937477707862,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.970099925994873,-0.1835904419422149,0.8867687582969666,-0.3948792368173599,1.0,0.0,-0.12,NoEvent
AudioOnly,0.9632489085197448,0.1053782999515533,0.8864432275295258,-0.4069213420152664,1.0,0.0,-0.12,NoEvent
AudioOnly,0.9231607913970948,-0.2332348525524139,0.9287733435630798,-0.0222663693130016,0.0,0.0,-0.12,NoEvent
BaseCondition,0.983004093170166,-0.1531355232000351,0.936982810497284,-0.2934642434120178,0.0,0.0,-0.12,NoEvent
FullLoopAR,0.9675740003585817,0.1763624846935272,0.943306803703308,0.0172296687960624,0.0,0.0,-0.12,NoEvent
BaseCondition,0.975250244140625,-0.0769110769033432,0.9535585045814514,-0.0508972257375717,1.0,0.0,-0.12,NoEvent
HUDOnly,0.9716801643371582,-0.034369982779026,0.9468822479248048,0.0076161986216902,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.926125943660736,-0.0204334389418363,0.954927623271942,-0.0895219147205352,1.0,0.0,-0.12,NoEvent
HUDOnly,0.9800899028778076,-0.1328170299530029,0.9575909972190856,-0.0501364469528198,1.0,0.0,-0.12,NoEvent
FullLoopAR,0.946681022644043,-0.1265168190002441,0.953924298286438,-0.0971787422895431,1.0,0.0,-0.12,NoEvent
