ExperimentalCondition,Head Horizontal,Head Vertical,Eye Horizontal,Eye Vertical,SuccessfulCompletion,Time,Event
FullLoopAR,0.9276849031448364,-0.051265001296997,0.9304164052009584,0.0570086054503917,1.0,0.10,StagEventNew
FullLoopAR,0.9565708637237548,0.055506981909275,0.9556680917739868,-0.0938197895884513,0.0,0.10,StagEventNew
HUDOnly,0.9545878767967224,-0.0162814371287822,0.8242996335029602,-0.4644107520580292,1.0,0.10,StagEventNew
FullLoopAR,0.9735227823257446,0.0237184222787618,0.872235119342804,0.0201443769037723,1.0,0.10,StagEventNew
FullLoopAR,0.9722965359687804,-0.1111438870429992,0.9027518033981324,-0.0083080446347594,1.0,0.10,StagEventNew
FullLoopAR,0.9571080207824708,0.0202985424548387,0.9337345957756042,-0.0111028337851166,0.0,0.10,StagEventNew
HUDOnly,0.9677294492721558,-0.015106911305338,0.9512353539466858,-0.0488191954791545,1.0,0.10,StagEventNew
FullLoopAR,0.9753376245498656,-0.0734978690743446,0.9663083553314208,-0.1940726488828659,1.0,0.10,StagEventNew
FullLoopAR,0.9770621806383132,0.0808307789266109,0.947123110294342,-0.0397834759205579,1.0,0.10,StagEventNew
HUDOnly,0.976127028465271,0.0101585257798433,0.9216906428337096,0.0265495907515287,0.0,0.10,StagEventNew
BaseCondition,0.9762874245643616,-0.1589111089706421,0.9453662037849426,-0.062198132276535,0.0,0.10,StagEventNew
FullLoopAR,0.9796915650367736,0.0895608216524124,0.9901405572891236,-0.0697026401758194,1.0,0.10,StagEventNew
FullLoopAR,0.9573597013950348,-0.0455095618963241,0.982258677482605,-0.174803115427494,0.0,0.10,StagEventNew
FullLoopAR,0.9763126373291016,-0.036137904971838,0.933777630329132,-0.0335443541407585,1.0,0.10,StagEventNew
HUDOnly,0.9574109315872192,0.0971538349986076,0.9688882827758788,-0.1388646215200424,0.0,0.10,StagEventNew
BaseCondition,0.926290363073349,-0.0231167608872055,0.9408556222915648,-0.0554934982210397,0.0,0.10,StagEventNew
FullLoopAR,0.9417205452919006,0.0409170538187027,0.8922153115272522,0.0200678743422031,1.0,0.10,StagEventNew
FullLoopAR,0.9556914567947388,-0.1349976062774658,0.9021854996681212,0.0089799892157316,0.0,0.10,StagEventNew
BaseCondition,0.9583237767219543,-0.1223501078784465,0.8272286653518677,0.0213613156229257,0.0,0.10,StagEventNew
AudioOnly,0.8064150214195251,0.0950601547956466,0.8647419214248657,0.0874945223331451,0.0,0.10,StagEventNew
FullLoopAR,0.9170839339494704,0.0112149196211248,0.9107654392719268,-0.0735635347664355,0.0,0.10,StagEventNew
BaseCondition,0.9575740098953248,0.1218604892492294,0.9401399493217468,-0.0492996089160442,0.0,0.10,StagEventNew
HUDOnly,0.9076291918754578,0.0188780538737773,0.9148681163787842,0.0329382419586181,0.0,0.10,StagEventNew
FullLoopAR,0.971002459526062,-0.1285791099071502,0.879111111164093,-0.2490997612476349,1.0,0.10,StagEventNew
AudioOnly,0.8263342380523682,-0.0872947219759225,0.8560471534729004,-0.0344682289287447,1.0,0.10,StagEventNew
HUDOnly,0.9288292527198792,-0.0866494923830032,0.9189876317977904,-0.0489152371883392,0.0,0.10,StagEventNew
AudioOnly,0.9158185720443726,0.0574446469545364,0.9236857295036316,-0.0618972070515155,1.0,0.10,StagEventNew
AudioOnly,0.9511231780052184,-0.0891118794679641,0.9161279797554016,-0.0938372015953064,0.0,0.10,StagEventNew
HUDOnly,0.9415357708930968,-0.1354358941316604,0.9446004033088684,-0.2280240356922149,0.0,0.10,StagEventNew
BaseCondition,0.971689224243164,-0.0919150486588478,0.9283194541931152,-0.0291421506553888,0.0,0.10,StagEventNew
FullLoopAR,0.975204274058342,-0.1196009535342454,0.941892609000206,-0.0458543216809629,1.0,0.10,StagEventNew
AudioOnly,0.962851107120514,-0.0872887298464775,0.9636797904968262,-0.0738344565033912,0.0,0.10,StagEventNew
BaseCondition,0.8263342380523682,-0.4942020773887634,0.8560471534729004,-0.5044815540313721,0.0,0.10,StagEventNew
FullLoopAR,0.9106443524360656,-0.1582666486501693,0.922736883163452,-0.0100369527935981,1.0,0.10,StagEventNew
FullLoopAR,0.9778055548667908,0.0146257597953081,0.9476007223129272,0.0133361024782061,1.0,0.10,StagEventNew
HUDOnly,0.9653218984603882,-0.1946060806512832,0.9402354955673218,0.147121250629425,1.0,0.10,StagEventNew
HUDOnly,0.9538697004318236,-0.1042940914630889,0.9338327050209044,-0.1155638918280601,1.0,0.10,StagEventNew
FullLoopAR,0.9449990391731262,-0.0692016631364822,0.9517126083374025,-0.0585405938327312,0.0,0.10,StagEventNew
BaseCondition,0.9737713932991028,0.1014541611075401,0.9379562735557556,0.0202751290053129,0.0,0.10,StagEventNew
FullLoopAR,0.9805716276168824,-0.044546453282237,0.9687499701976776,-0.0726196952164172,0.0,0.10,StagEventNew
AudioOnly,0.94840407371521,-0.1102652698755264,0.9047356247901917,0.0345825813710689,0.0,0.10,StagEventNew
HUDOnly,0.9566405117511748,-0.179374411702156,0.9217296242713928,-0.0144650079309939,1.0,0.10,StagEventNew
BaseCondition,0.9293086528778076,0.0602399334311485,0.9403010606765748,-0.0001859218173194,0.0,0.10,StagEventNew
FullLoopAR,0.957361936569214,-0.1501130610704422,0.9369826912879944,-0.0759254470467567,0.0,0.10,StagEventNew
BaseCondition,0.93513023853302,-0.2345630526542663,0.947062373161316,-0.076370894908905,0.0,0.10,StagEventNew
AudioOnly,0.9707893133163452,0.0682558640837669,0.9437047839164734,-0.010514959692955,1.0,0.10,StagEventNew
HUDOnly,0.9383252263069152,0.0407315604388713,0.9321961402893066,-0.0360627509653568,0.0,0.10,StagEventNew
AudioOnly,0.9270342588424684,-0.0496380142867565,0.934596300125122,-0.0865033864974975,0.0,0.10,StagEventNew
BaseCondition,0.9645037651062012,0.0188360437750816,0.9698304533958436,-0.0633115172386169,1.0,0.10,StagEventNew
AudioOnly,0.9303286671638488,-0.0511363223195076,0.9199211597442628,-0.0400975234806537,1.0,0.10,StagEventNew
BaseCondition,0.9221784919500352,0.0058608446270227,0.9014927297830582,-0.0563066797330975,0.0,0.10,StagEventNew
FullLoopAR,0.95056414604187,0.0268945898860692,0.925970494747162,-0.0139629421755671,1.0,0.10,StagEventNew
FullLoopAR,0.9730898141860962,-0.1612971425056457,0.917865753173828,0.0388410054147243,1.0,0.10,StagEventNew
AudioOnly,0.9233306646347046,0.1532548666000366,0.897040069103241,0.0100956354290246,1.0,0.10,StagEventNew
BaseCondition,0.9378425478935242,0.0738561451435089,0.8669514656066895,0.0065657398663461,0.0,0.10,StagEventNew
AudioOnly,0.9555850625038148,0.057697270065546,0.937949687242508,-0.0470054857432842,0.0,0.10,StagEventNew
BaseCondition,0.9347777962684632,-0.2082009613513946,0.9417254328727722,-0.0220896061509847,0.0,0.10,StagEventNew
AudioOnly,0.8064150214195251,0.2617979124188423,0.8647419214248657,0.0766659267246722,1.0,0.10,StagEventNew
HUDOnly,0.9165951758623124,-0.0443220073357224,0.9338434934616088,-0.0491951778531074,0.0,0.10,StagEventNew
HUDOnly,0.9799647331237792,0.0992902740836143,0.9435927867889404,-0.0057044699788093,0.0,0.10,StagEventNew
HUDOnly,0.8971556425094604,0.0077613554894924,0.8551848530769348,0.0724387168884277,1.0,0.10,StagEventNew
FullLoopAR,0.9435051083564758,-0.1726973950862884,0.9177492260932922,-0.0523115918040275,1.0,0.10,StagEventNew
AudioOnly,0.9351476430892944,-0.1560641825199126,0.9307214468717576,-0.0914837624877691,1.0,0.10,StagEventNew
HUDOnly,0.900086522102356,0.0503964275121688,0.8559769988059998,0.0500621907413005,1.0,0.10,StagEventNew
HUDOnly,0.9171610772609712,0.0730178803205489,0.857040524482727,0.0382472965866327,0.0,0.10,StagEventNew
HUDOnly,0.9535582661628724,0.066704124212265,0.937868058681488,-0.0430635176599025,1.0,0.10,StagEventNew
FullLoopAR,0.960497260093689,-0.0579344443976879,0.9339264631271362,0.041960310190916,1.0,0.10,StagEventNew
AudioOnly,0.9634804725646972,-0.0086849993094801,0.9513635039329528,-0.2467929869890213,0.0,0.10,StagEventNew
FullLoopAR,0.9647252559661864,-0.1653280109167098,0.9421958476305008,-0.0617858301848173,1.0,0.10,StagEventNew
AudioOnly,0.9446446299552916,0.1093550138175487,0.8986457109451294,-0.3122415043413639,1.0,0.10,StagEventNew
AudioOnly,0.9087177515029908,-0.1799840480089187,0.9082548022270204,-0.0130061181262135,0.0,0.10,StagEventNew
BaseCondition,0.945515602827072,-0.1103204004466533,0.922438770532608,-0.1148334965109824,0.0,0.10,StagEventNew
FullLoopAR,0.956777036190033,0.1802527755498886,0.9202045798301696,0.0189804006367921,0.0,0.10,StagEventNew
BaseCondition,0.9670673608779908,-0.0626618638634681,0.9342842698097228,-0.0444096103310585,1.0,0.10,StagEventNew
HUDOnly,0.9618921279907228,-0.0256315991282462,0.8856547176837921,0.0533359833061694,1.0,0.10,StagEventNew
FullLoopAR,0.9079923629760742,-0.0073766075074672,0.9380471110343932,-0.0828108489513397,1.0,0.10,StagEventNew
HUDOnly,0.9615707397460938,-0.1175077185034751,0.952688694000244,-0.0465834289789199,1.0,0.10,StagEventNew
FullLoopAR,0.9108266830444336,-0.1169408075511455,0.9413913488388062,-0.056105950847268,1.0,0.10,StagEventNew
AudioOnly,0.9664314687252044,-0.0996807403862476,0.8710992336273193,-0.3705697804689407,1.0,0.10,StagEventNew
BaseCondition,0.9516617059707642,-0.1641785800457,0.9257525205612184,0.0649412646889686,0.0,0.10,StagEventNew
BaseCondition,0.9378741383552552,-0.2610069811344147,0.9701056480407716,-0.100337840616703,0.0,0.10,StagEventNew
FullLoopAR,0.9284767508506776,-0.0039097322151064,0.8710576295852661,0.0117041701450943,1.0,0.10,StagEventNew
BaseCondition,0.9220991134643556,-0.0026944847777485,0.9392535090446472,-0.0634857192635536,0.0,0.12,StagEventNew
FullLoopAR,0.9654217660427094,-0.023132350295782,0.9430014789104462,0.0535920094698667,1.0,0.12,StagEventNew
BaseCondition,0.962572693824768,-0.0096103604882955,0.9480597674846648,-0.0277421828359364,0.0,0.12,StagEventNew
FullLoopAR,0.9593388438224792,-0.110624298453331,0.9431342482566832,-0.1032060161232948,1.0,0.12,StagEventNew
BaseCondition,0.9851199984550476,0.0229927031323313,0.9505747854709624,-0.0560935605317353,0.0,0.12,StagEventNew
BaseCondition,0.9393095970153807,0.1023859083652496,0.9613513350486756,-0.0495773777365684,0.0,0.12,StagEventNew
FullLoopAR,0.9016641974449158,0.0821544826030731,0.8652791976928711,0.0387943349778652,1.0,0.12,StagEventNew
HUDOnly,0.9023451805114746,0.1179687604308128,0.8773196935653687,0.1646020710468292,1.0,0.12,StagEventNew
FullLoopAR,0.9833722114562988,0.0239367764443159,0.9426129460334778,-0.0611765272915363,1.0,0.12,StagEventNew
FullLoopAR,0.8433573246002197,-0.0444246977567672,0.8591609001159668,0.0399127081036567,1.0,0.12,StagEventNew
AudioOnly,0.9753127694129944,0.0306067503988742,0.9452534317970276,-0.085602693259716,1.0,0.12,StagEventNew
AudioOnly,0.9484535455703736,-0.2734671235084533,0.971031367778778,-0.111246533691883,1.0,0.12,StagEventNew
HUDOnly,0.9019907116889954,0.0423949249088764,0.8591466546058655,0.0285973455756902,0.0,0.12,StagEventNew
BaseCondition,0.9405124187469482,-0.1789585351943969,0.8620108366012573,-0.3858527839183807,0.0,0.12,StagEventNew
HUDOnly,0.9090352654457092,0.0614529028534889,0.9003821611404419,0.0375023484230041,1.0,0.12,StagEventNew
HUDOnly,0.9599186182022096,-0.1998773515224456,0.9546398520469666,-0.0929571092128753,1.0,0.12,StagEventNew
BaseCondition,0.9932292103767396,-0.0127907395362854,0.935596227645874,-0.2815650999546051,0.0,0.12,StagEventNew
FullLoopAR,0.9316098093986512,0.0730470716953277,0.9351241588592528,-0.029031166806817,1.0,0.12,StagEventNew
HUDOnly,0.9707919359207152,0.0157618708908557,0.95744526386261,-0.0851223617792129,0.0,0.12,StagEventNew
AudioOnly,0.9550961852073668,0.0615892093628644,0.9191733002662658,-0.2882837653160095,0.0,0.12,StagEventNew
BaseCondition,0.9502307176589966,0.0569036863744258,0.922964096069336,-0.0101057477295398,1.0,0.12,StagEventNew
AudioOnly,0.9474558234214784,-0.2076160311698913,0.9247854948043824,-0.3483110070228576,0.0,0.12,StagEventNew
FullLoopAR,0.953707754611969,-0.107799082994461,0.9176979064941406,0.0194907374680042,1.0,0.12,StagEventNew
BaseCondition,0.9244128167629242,-0.2207474112510681,0.9222482144832612,-0.0572846308350562,1.0,0.12,StagEventNew
HUDOnly,0.9804071485996246,-0.0524379275739192,0.971994251012802,-0.1624043434858322,1.0,0.12,StagEventNew
HUDOnly,0.934755802154541,0.1662407219409942,0.939039409160614,-0.0285340696573257,0.0,0.12,StagEventNew
BaseCondition,0.8949292302131653,-0.1250514984130859,0.919846534729004,0.0162459854036569,0.0,0.12,StagEventNew
HUDOnly,0.9374268651008606,0.0600592717528343,0.913077712059021,-0.0358440726995468,0.0,0.12,StagEventNew
AudioOnly,0.9601852893829346,-0.0009058788418769,0.9656442999839784,-0.0306087397038936,0.0,0.12,StagEventNew
HUDOnly,0.9538592547178268,-0.0450435718521475,0.9419953227043152,-0.0952034406363963,1.0,0.12,StagEventNew
BaseCondition,0.927090585231781,0.0458932891488075,0.9348773956298828,0.0456699356436729,0.0,0.12,StagEventNew
FullLoopAR,0.9655347466468812,0.0804288014769554,0.9553179740905762,0.0093955481424927,0.0,0.12,StagEventNew
BaseCondition,0.9690174460411072,-0.0475092269480228,0.9499725103378296,-0.1330024749040603,0.0,0.12,StagEventNew
AudioOnly,0.9484410881996156,-0.1745226979255676,0.8479505777359009,0.0687679722905159,0.0,0.12,StagEventNew
FullLoopAR,0.9343178868293762,-0.1761707514524459,0.9358562752604486,0.0769372630747966,0.0,0.12,StagEventNew
HUDOnly,0.9076389074325562,0.180456280708313,0.9405159950256348,-0.1180882081389427,0.0,0.12,StagEventNew
BaseCondition,0.9495103359222412,0.0316087119281291,0.9496387243270874,-0.0312910005450248,0.0,0.12,StagEventNew
BaseCondition,0.9819312691688538,-0.0382508262991905,0.9251758456230164,-0.0482653453946113,1.0,0.12,StagEventNew
FullLoopAR,0.9703260660171508,-0.0009242922533303,0.9525104761123656,-0.0736288726329803,1.0,0.12,StagEventNew
HUDOnly,0.9570960998535156,-0.0136705301702022,0.93595552444458,-0.0424777492880821,1.0,0.12,StagEventNew
FullLoopAR,0.955013871192932,-0.0577966943383216,0.925670564174652,-0.016732320189476,1.0,0.12,StagEventNew
FullLoopAR,0.9601970613002776,0.0047454480081796,0.9332528710365297,0.010952599113807,1.0,0.12,StagEventNew
AudioOnly,0.9251538515090942,-0.0070087220519781,0.8957708477973938,-0.0208535809069871,1.0,0.12,StagEventNew
FullLoopAR,0.942579984664917,-0.0189540293067693,0.9163634181022644,-0.0426905825734138,1.0,0.12,StagEventNew
FullLoopAR,0.9191945493221284,-0.1016137413680552,0.9379907846450806,-0.0349624585360288,1.0,0.12,StagEventNew
BaseCondition,0.935681939125061,-0.1231800988316536,0.9235084056854248,-0.049683965742588,0.0,0.12,StagEventNew
AudioOnly,0.9045122265815736,-0.0528407841920852,0.9182258248329164,-0.0572560988366603,1.0,0.12,StagEventNew
FullLoopAR,0.9442981481552124,0.0683761015534401,0.9496211409568788,-0.0756256580352783,0.0,0.12,StagEventNew
FullLoopAR,0.9322699308395386,-0.1314516961574554,0.9320507645606996,-0.0559978224337101,0.0,0.12,StagEventNew
FullLoopAR,0.9656194448471068,0.0218217484652996,0.9227471351623536,0.0736056193709373,1.0,0.12,StagEventNew
FullLoopAR,0.955267369747162,0.0071524167433381,0.9330152869224548,-0.0650428235530853,1.0,0.12,StagEventNew
BaseCondition,0.973349928855896,0.0517383739352226,0.8833932280540466,0.0222788583487272,0.0,0.12,StagEventNew
FullLoopAR,0.9420210719108582,-0.0253751166164875,0.9543857574462892,-0.0267880670726299,0.0,0.12,StagEventNew
BaseCondition,0.9219331741333008,-0.1867128908634185,0.8215402364730835,-0.5214903950691223,1.0,0.12,StagEventNew
BaseCondition,0.9422756433486938,-0.0383184701204299,0.9196637868881226,-0.0566519014537334,0.0,0.12,StagEventNew
HUDOnly,0.9856709241867064,-0.0123737761750816,0.9603227376937866,-0.028372598811984,0.0,0.12,StagEventNew
BaseCondition,0.9770714044570924,0.0098221637308597,0.9368283748626708,-0.0550412759184837,1.0,0.12,StagEventNew
HUDOnly,0.9726022481918336,-0.0923338234424591,0.9322599172592164,-0.065060093998909,1.0,0.12,StagEventNew
HUDOnly,0.955191284418106,0.0524254776537417,0.9206648468971252,0.0243490645661949,0.0,0.12,StagEventNew
BaseCondition,0.905444860458374,-0.0396226644515991,0.9330528378486632,-0.0332816541194915,0.0,0.12,StagEventNew
FullLoopAR,0.9474557638168336,-0.0433183759450912,0.9379286170005798,-0.0406956039369106,1.0,0.12,StagEventNew
AudioOnly,0.951541543006897,0.0090816281735897,0.8370705246925354,-0.4523592591285705,0.0,0.12,StagEventNew
HUDOnly,0.9259817004203796,0.0895650312304496,0.914534032344818,0.0610650293529033,1.0,0.12,StagEventNew
BaseCondition,0.9219331741333008,-0.3326108753681183,0.8215402364730835,-0.5538904666900635,1.0,0.12,StagEventNew
FullLoopAR,0.9578735828399658,-0.1140302866697311,0.935331165790558,-0.0492009297013282,0.0,0.12,StagEventNew
AudioOnly,0.8830217123031616,-0.1293020397424698,0.8578967452049255,0.1153265461325645,1.0,0.12,StagEventNew
AudioOnly,0.9325419664382936,-0.0327593237161636,0.9435634613037108,-0.0221086107194423,1.0,0.12,StagEventNew
BaseCondition,0.9188369512557985,0.0716305077075958,0.9470714926719666,-0.0875289961695671,0.0,0.12,StagEventNew
BaseCondition,0.9393927454948424,-0.0654250085353851,0.9461346864700316,-0.0696830600500106,0.0,0.12,StagEventNew
BaseCondition,0.9514271020889282,0.0601081922650337,0.9698585867881776,0.0212267208844423,0.0,0.12,StagEventNew
HUDOnly,0.96031391620636,0.0964250415563583,0.9870256781578064,-0.0920575931668281,0.0,0.12,StagEventNew
HUDOnly,0.9881870746612548,0.0033971704542636,0.884690523147583,-0.4007542133331299,1.0,0.12,StagEventNew
AudioOnly,0.953707993030548,0.0018005250021815,0.9808037281036376,-0.0527827776968479,0.0,0.12,StagEventNew
BaseCondition,0.957152545452118,-0.0764126107096672,0.9496081471443176,-0.0524092428386211,0.0,0.12,StagEventNew
HUDOnly,0.9689972996711732,0.0282144621014595,0.9420177340507508,-0.0494693107903003,0.0,0.12,StagEventNew
BaseCondition,0.9339856207370758,-0.0867879465222358,0.8847333788871765,0.0199906202033161,0.0,0.12,StagEventNew
FullLoopAR,0.9346829056739808,0.1791293025016784,0.9385014176368712,-0.0227491483092308,1.0,0.12,StagEventNew
BaseCondition,0.957732319831848,0.0030796378850936,0.9308467507362366,-0.0291364192962646,0.0,0.12,StagEventNew
FullLoopAR,0.9245539903640748,-0.0549306757748127,0.9367652535438538,0.0538303479552269,1.0,0.12,StagEventNew
FullLoopAR,0.9553542137145996,0.0589394941926002,0.955322265625,-0.0845729187130928,0.0,0.12,StagEventNew
HUDOnly,0.9527085423469543,-0.0152801983058452,0.8347780704498291,-0.4534551501274109,1.0,0.12,StagEventNew
FullLoopAR,0.9723700284957886,0.02529420517385,0.8698173761367798,0.0217024590820074,1.0,0.12,StagEventNew
FullLoopAR,0.9715986847877502,-0.1091130077838897,0.9011893272399902,-0.0069354404695332,1.0,0.12,StagEventNew
FullLoopAR,0.9558586031198502,0.0209370232187211,0.932236671447754,-0.0115976987872272,0.0,0.12,StagEventNew
HUDOnly,0.9672680497169496,-0.0152131896466016,0.9535045027732848,-0.0592508465051651,1.0,0.12,StagEventNew
FullLoopAR,0.9745508432388306,-0.0718555301427841,0.968620777130127,-0.1906298100948333,1.0,0.12,StagEventNew
FullLoopAR,0.9762794077396392,0.0818097963929176,0.9460342526435852,-0.0392610169947146,1.0,0.12,StagEventNew
HUDOnly,0.9750179052352904,0.0148068815469741,0.920157551765442,0.0285726152360439,0.0,0.12,StagEventNew
BaseCondition,0.9758771657943726,-0.157083660364151,0.9439862966537476,-0.0605438277125358,0.0,0.12,StagEventNew
FullLoopAR,0.9781050682067872,0.0924653112888336,0.989636778831482,-0.0730415433645248,1.0,0.12,StagEventNew
FullLoopAR,0.9565050601959229,-0.0448793061077594,0.98313969373703,-0.1739653050899505,0.0,0.12,StagEventNew
FullLoopAR,0.9753416776657104,-0.0349357575178146,0.9321348071098328,-0.0319894924759864,1.0,0.12,StagEventNew
HUDOnly,0.9548760652542114,0.1038949936628341,0.9690904021263124,-0.137162446975708,0.0,0.12,StagEventNew
BaseCondition,0.9246965646743774,-0.0226379875093698,0.9402807950973512,-0.0609051659703254,0.0,0.12,StagEventNew
FullLoopAR,0.9398471117019652,0.0430120304226875,0.890112578868866,0.0165496598929166,1.0,0.12,StagEventNew
FullLoopAR,0.9548658728599548,-0.1328068673610687,0.8960399627685547,0.011231874115765,0.0,0.12,StagEventNew
BaseCondition,0.9568037986755372,-0.1235435456037521,0.8274552822113037,0.0199734028428792,0.0,0.12,StagEventNew
AudioOnly,0.802308201789856,0.0964007899165153,0.8651536703109741,0.0898170992732048,0.0,0.12,StagEventNew
FullLoopAR,0.9148944318294524,0.0120373661629855,0.9092207551002502,-0.0711032673716544,0.0,0.12,StagEventNew
BaseCondition,0.956882268190384,0.1216874308884143,0.9373992681503296,-0.0520587880164384,0.0,0.12,StagEventNew
HUDOnly,0.908553957939148,0.0112794786691665,0.9133687615394592,0.0288556162267923,0.0,0.12,StagEventNew
FullLoopAR,0.970632404088974,-0.1276408806443214,0.8783146142959595,-0.2483446300029754,1.0,0.12,StagEventNew
AudioOnly,0.802308201789856,-0.0859894677996635,0.8651536703109741,-0.0322661027312278,1.0,0.12,StagEventNew
HUDOnly,0.9295098781585692,-0.0846447385847568,0.9175113141536712,-0.0492901802062987,0.0,0.12,StagEventNew
AudioOnly,0.913835346698761,0.0575908720493316,0.922088384628296,-0.0469505414366722,1.0,0.12,StagEventNew
AudioOnly,0.9496464729309082,-0.0872669965028762,0.9183305501937866,-0.105603702366352,0.0,0.12,StagEventNew
HUDOnly,0.9417186379432678,-0.1311276257038116,0.9400877356529236,-0.238200381398201,0.0,0.12,StagEventNew
BaseCondition,0.9709174633026124,-0.0900040864944458,0.9329460263252258,-0.0213059820234775,0.0,0.12,StagEventNew
FullLoopAR,0.9747373163700104,-0.1182005442678928,0.9413827955722808,-0.044448735192418,1.0,0.12,StagEventNew
AudioOnly,0.9618651866912842,-0.0848700627684593,0.9626502990722656,-0.0725225210189819,0.0,0.12,StagEventNew
BaseCondition,0.8570660352706909,-0.4764711260795593,0.897669792175293,-0.4402864128351211,0.0,0.12,StagEventNew
FullLoopAR,0.908007800579071,-0.157427042722702,0.9215774536132812,-0.0110693471506237,1.0,0.12,StagEventNew
FullLoopAR,0.9767242670059204,0.0165265891700983,0.9467007517814636,0.0153406541794538,1.0,0.12,StagEventNew
HUDOnly,0.9585962891578674,-0.1999285295605659,0.9405327439308168,0.148254171013832,1.0,0.12,StagEventNew
HUDOnly,0.9529150128364564,-0.1010569930076599,0.9336801171302797,-0.109806478023529,1.0,0.12,StagEventNew
FullLoopAR,0.9423723518848418,-0.0686769820749759,0.948614537715912,-0.0641706772148608,0.0,0.12,StagEventNew
BaseCondition,0.9724147915840148,0.1030507236719131,0.9367665648460388,0.0200303774327039,0.0,0.12,StagEventNew
FullLoopAR,0.97912335395813,-0.0420440584421157,0.9673157930374146,-0.0705612897872924,0.0,0.12,StagEventNew
AudioOnly,0.9467003345489502,-0.1123184859752655,0.910372793674469,0.0068975281901657,0.0,0.12,StagEventNew
HUDOnly,0.9555851817131042,-0.1773827970027923,0.9202693700790404,-0.0171166658401489,1.0,0.12,StagEventNew
BaseCondition,0.9271111488342284,0.0630226582288742,0.9373145699501038,-0.0042319525964558,0.0,0.12,StagEventNew
FullLoopAR,0.9566982984542848,-0.147325187921524,0.9021758437156676,-0.0398769527673721,0.0,0.12,StagEventNew
BaseCondition,0.934388279914856,-0.2312826812267303,0.9487097263336182,-0.0737611725926399,0.0,0.12,StagEventNew
AudioOnly,0.9693534970283508,0.072659432888031,0.9426235556602478,-0.0137286763638257,1.0,0.12,StagEventNew
HUDOnly,0.9379940629005432,0.0402501337230205,0.931748390197754,-0.0346973091363906,0.0,0.12,StagEventNew
AudioOnly,0.9263817369937898,-0.0484766270965337,0.9338529109954834,-0.0857567694038152,0.0,0.12,StagEventNew
BaseCondition,0.961376130580902,0.0246929954737424,0.9689993262290956,-0.0687952414155006,1.0,0.12,StagEventNew
AudioOnly,0.9286235570907592,-0.0494582466781139,0.9168941378593444,-0.0396773181855678,1.0,0.12,StagEventNew
BaseCondition,0.9206337630748748,0.0064069330692291,0.8992010653018951,-0.0496286321431398,0.0,0.12,StagEventNew
FullLoopAR,0.9491074085235596,0.028505589812994,0.924223244190216,-0.0117285707965493,1.0,0.12,StagEventNew
FullLoopAR,0.972539484500885,-0.1601541265845298,0.9165908396244048,0.0420281663537025,1.0,0.12,StagEventNew
AudioOnly,0.9222099781036376,0.1539298444986343,0.8944623470306396,0.0068942718207836,1.0,0.12,StagEventNew
BaseCondition,0.935555338859558,0.0761455446481704,0.8632058501243591,0.0065464335493743,0.0,0.12,StagEventNew
AudioOnly,0.9520024061203004,0.0625731498003006,0.9346120357513428,-0.0472645536065101,0.0,0.12,StagEventNew
BaseCondition,0.933079034090042,-0.2041982561349868,0.9411171972751616,-0.0137617210857569,0.0,0.12,StagEventNew
AudioOnly,0.802308201789856,0.2668832093477249,0.8651536703109741,0.0766674280166625,1.0,0.12,StagEventNew
HUDOnly,0.9150159060955048,-0.0438702534884214,0.9330843389034272,-0.0489508062601089,0.0,0.12,StagEventNew
HUDOnly,0.9779520630836488,0.1030488014221191,0.9404999613761902,-0.0056491754949092,0.0,0.12,StagEventNew
HUDOnly,0.8963144421577454,0.0048419274389743,0.8476927280426025,0.0721930116415023,1.0,0.12,StagEventNew
FullLoopAR,0.941900908946991,-0.1717562079429626,0.9152020812034608,-0.0509993135929107,1.0,0.12,StagEventNew
AudioOnly,0.9334816932678224,-0.1545659899711608,0.9299202263355254,-0.0881943143904209,1.0,0.12,StagEventNew
HUDOnly,0.8972285091876984,0.0522180423140525,0.8602152690291405,0.0419402278494089,1.0,0.12,StagEventNew
HUDOnly,0.9156455397605896,0.0744746252894401,0.8573474287986755,0.0441402345895767,0.0,0.12,StagEventNew
HUDOnly,0.9513827562332152,0.069331020116806,0.9323180913925172,-0.0541524924337863,1.0,0.12,StagEventNew
FullLoopAR,0.9597202241420746,-0.0572018083184957,0.9343537092208862,0.0425064712762832,1.0,0.12,StagEventNew
AudioOnly,0.9628039598464966,-0.0075565325096249,0.943519562482834,-0.2824184820055961,0.0,0.12,StagEventNew
FullLoopAR,0.9642359614372252,-0.164404034614563,0.940806806087494,-0.0632069930434227,1.0,0.12,StagEventNew
AudioOnly,0.9409582614898682,0.1140063405036926,0.8972001910209656,-0.2490982607007026,1.0,0.12,StagEventNew
AudioOnly,0.9074286222457886,-0.1754888892173767,0.9107138514518738,-0.0132124824449419,0.0,0.12,StagEventNew
BaseCondition,0.9428690671920776,-0.1068036705255508,0.9169660806655884,-0.112319715321064,0.0,0.12,StagEventNew
FullLoopAR,0.9558220505714417,0.1788270175457,0.870406448841095,0.0624973364174366,0.0,0.12,StagEventNew
BaseCondition,0.9660971760749816,-0.0603804439306259,0.932725191116333,-0.0430119521915912,1.0,0.12,StagEventNew
HUDOnly,0.9599989652633668,-0.0264370953664183,0.8838041126728058,0.061138866469264,1.0,0.12,StagEventNew
FullLoopAR,0.9060072302818298,-0.005012672394514,0.9364571571350098,-0.0805048123002052,1.0,0.12,StagEventNew
