eigen_val1,eigen_val2,eigen_val3,eigen_val4,Time,Event
1.8123206021479317,1.3804448208020919,0.6175764036318705,0.21481540612251115,-1.00,NoEvent
1.814206465218207,1.3675726966754438,0.617690529770764,0.22568754103998892,-0.98,NoEvent
1.8467404080410192,1.353518281308031,0.6121440171207119,0.21275452623464033,-0.96,NoEvent
1.866623967109605,1.3454595649306724,0.6091167374264769,0.20395696323764903,-0.94,NoEvent
1.8850299952103744,1.3082730876426536,0.6084444011306746,0.22340974872069821,-0.92,NoEvent
1.9104657624575185,1.2892594578479009,0.5964950630982752,0.22893694930070968,-0.90,NoEvent
1.8794500594328862,1.2603718030210118,0.602762370489047,0.2825729997614574,-0.88,NoEvent
1.888243657713236,1.279250380716953,0.6032620102407551,0.254401184033456,-0.86,NoEvent
1.886089337888345,1.2409364519179065,0.6134579385633036,0.28467350433484695,-0.84,NoEvent
1.97539519698836,1.1052737232290253,0.6237084476535355,0.3207798648334795,-0.82,NoEvent
1.9137995479879666,1.1574426685544597,0.6309834002043825,0.3229316159575951,-0.80,NoEvent
1.896014009764186,1.1818723910856088,0.6411607853968349,0.30611004645777207,-0.78,NoEvent
1.795091522162779,1.3012554484077032,0.6561263614990429,0.2726839006348762,-0.76,NoEvent
1.7448758282002463,1.304175739812697,0.6973028328575381,0.278802831833921,-0.74,NoEvent
1.8427826686814932,1.1953246017608055,0.697110542073441,0.28993942018866214,-0.72,NoEvent
1.8478169501137949,1.213026737620873,0.7038786307842895,0.26043491418544384,-0.70,NoEvent
1.8587865129622616,1.1908854780928384,0.7224834912532477,0.2530017503960552,-0.68,NoEvent
1.7983608833604572,1.1439535936213474,0.7798319232108922,0.30301083251170574,-0.66,NoEvent
1.7769780237056088,1.1570054068190934,0.7642568761658916,0.32691692601380923,-0.64,NoEvent
1.7938944561679506,1.1127087808113652,0.7943727355056974,0.3241812602193909,-0.62,NoEvent
1.7509329292060514,1.0645009459838481,0.8405650078892398,0.3691583496252642,-0.60,NoEvent
1.7235523640092574,1.0760231829427143,0.8575711959255478,0.3680104898268834,-0.58,NoEvent
1.7088458762871541,1.0850662469461851,0.8629325256439412,0.3683125838271233,-0.56,NoEvent
1.6738389122816073,1.0856177672469722,0.8906037388418069,0.3750968143340164,-0.54,NoEvent
1.6545716164230757,1.117149978524026,0.874281702090848,0.37915393566645367,-0.52,NoEvent
1.634997642369894,1.0830295070037488,0.8973035162738577,0.4098265670569012,-0.50,NoEvent
1.6493397534391836,1.0812249808776793,0.8714904135932035,0.423102084794336,-0.48,NoEvent
1.648582473300357,1.0388152046640493,0.8823204635273844,0.45543909121261356,-0.46,NoEvent
1.64897127190146,1.0393573266596148,0.8827343026745208,0.45409433146880634,-0.44,NoEvent
1.5337261003913476,1.0719161481292827,0.8840812021498906,0.5354337820338808,-0.42,NoEvent
1.5141676642565225,1.0784588605748746,0.8948419562646186,0.537688751608389,-0.40,NoEvent
1.5420948430530697,1.034135759248173,0.8915220661237905,0.5574045642793679,-0.38,NoEvent
1.617325589360092,0.9627641196192012,0.8947928678311181,0.5502746558939892,-0.36,NoEvent
1.6428405918337492,0.958531404269555,0.9047186358605159,0.5190666007405804,-0.34,NoEvent
1.6265065051298444,1.042684720113095,0.8822658698799565,0.47370013758150925,-0.32,NoEvent
1.6632070155302219,1.0446165262236833,0.8772004806010015,0.44013321034949743,-0.30,NoEvent
1.6664505816358797,1.0557920339919349,0.8758588016842422,0.4270558153923474,-0.28,NoEvent
1.6637218257124027,1.0633191992479956,0.8725644255513273,0.42555178219267814,-0.26,NoEvent
1.6752012728474124,1.085676043277313,0.8523809448114084,0.4118989717682702,-0.24,NoEvent
1.7087241776352717,1.0798205642603693,0.8614701529350818,0.3751423378736791,-0.22,NoEvent
1.7242885812405617,1.0916475897129856,0.8462988063558111,0.3629222553950443,-0.20,NoEvent
1.7710831277113392,1.0796154547213177,0.8518840311099501,0.322574619161797,-0.18,NoEvent
1.6980994114728578,1.0309503601129917,0.9261129401041017,0.36999452101445335,-0.16,NoEvent
1.7490001412608045,1.1537611407508117,0.7981658492626132,0.3242301014301717,-0.14,NoEvent
1.6925812945719114,1.1203305081939416,0.8621830555194382,0.3500623744191125,-0.12,NoEvent
1.656945474655044,1.1352793341481064,0.8633103573313174,0.3696220665699313,-0.10,NoEvent
1.6498827405097507,1.0957593962625143,0.8989201804117526,0.38059491552038843,-0.08,NoEvent
1.7895126367502423,1.112701816603666,0.8175262274173978,0.3054165519330926,-0.06,NoEvent
1.7392107509460342,1.1926737854142762,0.7916130719439672,0.3016596244001261,-0.04,NoEvent
1.7262685772332373,1.213521253611161,0.7630353590609973,0.3223320427990091,-0.02,NoEvent
1.5428038297502655,1.3401680769922844,0.6628878045339487,0.47929752142790283,0.00,StagEventNew
1.685077671752952,1.2535470357027854,0.7344973328047901,0.352035192443874,0.02,StagEventNew
1.6927007042602935,1.2501478999608602,0.7230307167946043,0.35927791168864437,0.04,StagEventNew
1.6388326379211975,1.2708378101297029,0.7141350233865886,0.401351761266913,0.06,StagEventNew
1.6786854800196649,1.2453366643854886,0.7188876093970125,0.3822474789022382,0.08,StagEventNew
1.5333263799638368,1.294709464860537,0.7318618153467906,0.46525957253324,0.10,StagEventNew
1.443534620737334,1.3485180749354706,0.7509294494903511,0.4821750875412455,0.12,StagEventNew
1.3941121370563279,1.3652464729507738,0.7798062456942981,0.48599237700300113,0.14,StagEventNew
1.3847760763229502,1.3623155907886124,0.7714237370219115,0.506641828570927,0.16,StagEventNew
1.4429926131024788,1.331793412616173,0.7602511950203688,0.4901200119653831,0.18,StagEventNew
1.4115612529458401,1.3169492842375816,0.7561489778969388,0.5404977176240418,0.20,StagEventNew
1.3582530302308018,1.336275060585457,0.7792949476620986,0.5513341942260449,0.22,StagEventNew
1.5493809568610168,1.2038924838729,0.7877047897752149,0.48417900219527316,0.24,StagEventNew
1.6048901818156307,1.1865354459798025,0.7561752343067855,0.47755637060218453,0.26,StagEventNew
1.6186217055353895,1.166967562434145,0.7496800336377791,0.4898879310970881,0.28,StagEventNew
1.6369805865119014,1.0720775572103425,0.759415927205856,0.556683161776303,0.30,StagEventNew
1.6864108607191446,1.0535947102543894,0.738990917486594,0.5461607442442766,0.32,StagEventNew
1.7285773667977236,1.0472280303694934,0.7570494794625325,0.49230235607465483,0.34,StagEventNew
1.8253649629436386,1.017522136608526,0.7109321245886199,0.4713380085636165,0.36,StagEventNew
1.775759044811813,1.056015788871007,0.7483604268366297,0.44502197218495226,0.38,StagEventNew
1.7037615333496885,1.0817769828125452,0.7427980035059881,0.4968207130361823,0.40,StagEventNew
1.8310056358917117,0.9802274574247937,0.7096042860002798,0.5043198533876163,0.42,StagEventNew
1.887106731494454,0.9514120844963495,0.6968680141621044,0.4897704025514974,0.44,StagEventNew
1.8766726555326927,0.9752518249473174,0.6970502755050023,0.476182476719392,0.46,StagEventNew
1.8813270916657998,0.9597783099682061,0.7021058890481099,0.4819459420222893,0.48,StagEventNew
1.8975684625916145,0.9644972507524138,0.7119908494169988,0.45110066994337505,0.50,StagEventNew
1.8756431281075108,0.9524318867503002,0.7120180263234932,0.48506419152309627,0.52,StagEventNew
1.8642620901994307,0.9494796947424868,0.7140534664760885,0.4973619812863953,0.54,StagEventNew
1.8879409137059446,0.947647938218764,0.7173461420495197,0.4722222387301762,0.56,StagEventNew
1.89794042230718,0.974332823646189,0.6674886627827434,0.48539532396829355,0.58,StagEventNew
1.9555077792547468,0.9722828172527913,0.6483644689867897,0.44900216721007313,0.60,StagEventNew
1.9862306935304195,0.9618634182912823,0.6661421716749907,0.410920949207711,0.62,StagEventNew
1.9998886560786797,0.9828851834458459,0.6644234736326382,0.3779599195472373,0.64,StagEventNew
2.0404338530999726,0.9866625176182454,0.6473934346916742,0.3506674272945091,0.66,StagEventNew
2.046291355382463,0.9740752958152662,0.6578403550259246,0.34695022648075025,0.68,StagEventNew
2.1045456712831854,0.9610421364645206,0.6328793358819231,0.32669008907477404,0.70,StagEventNew
2.163147440371049,0.951803960167312,0.6045654099296969,0.3056404222363462,0.72,StagEventNew
2.1864652389502495,0.9226011866724667,0.630457115402566,0.2856336916791216,0.74,StagEventNew
2.1932203572283093,0.9049839527408154,0.6477378393958456,0.27921508333943224,0.76,StagEventNew
2.222151329237903,0.8849930685505525,0.6283420139314772,0.2896708209844678,0.78,StagEventNew
2.2584700765833516,0.8821227865184184,0.609400084732547,0.27516428487008443,0.80,StagEventNew
2.2604447858308374,0.873806712998576,0.6133568435347553,0.27754889034023555,0.82,StagEventNew
2.1888328410666897,0.8735255923054404,0.6549071992774975,0.30789160005477373,0.84,StagEventNew
2.1943443039571493,0.8675446450055955,0.6805583706683596,0.28270991307329946,0.86,StagEventNew
2.207708526663186,0.8705900660612197,0.6588784544304106,0.28798018554958454,0.88,StagEventNew
2.2082251249274503,0.8867764750934057,0.6584707670865696,0.2716848655969743,0.90,StagEventNew
2.1790826884387435,0.9040566986460202,0.6592825138549688,0.2827353317646695,0.92,StagEventNew
2.130524194169566,0.9168531188889804,0.6645418223533709,0.3132380972924878,0.94,StagEventNew
2.09918609556368,0.9125962149400043,0.6825933927233804,0.33078152947733747,0.96,StagEventNew
2.0905264008500906,0.8958310200134495,0.6947495296473338,0.34405028219352884,0.98,StagEventNew
2.0389172276836716,0.8879225332812045,0.7144285545714496,0.38388891716807527,1.00,StagEventNew
