PC1,PC2,PC3,PC4,Time,Event
1.346224573445282,1.1749233254991969,0.7858602952381998,0.46348182933369797,-1.00,NoEvent
1.34692481795318,1.1694326387934637,0.7859329041150803,0.4750658281122616,-0.98,NoEvent
1.3589482727613362,1.1634080459185552,0.7823963299509474,0.4612532127092887,-0.96,NoEvent
1.3662444756007635,1.1599394660630669,0.7804593118327674,0.45161594661576004,-0.94,NoEvent
1.372963945342475,1.1437976602715418,0.7800284617439767,0.4726624045983541,-0.92,NoEvent
1.382195992780155,1.1354556168551464,0.7723309284874426,0.4784735617572926,-0.90,NoEvent
1.3709303627219314,1.1226628180451208,0.7763777241066664,0.5315759585999515,-0.88,NoEvent
1.3741337845032542,1.1310395133314102,0.7766994336554875,0.5043819822648863,-0.86,NoEvent
1.3733496779365206,1.1139732725330111,0.7832355575197691,0.5335480337653274,-0.84,NoEvent
1.4054875300010172,1.0513199908824264,0.7897521431775513,0.5663743151251471,-0.82,NoEvent
1.383401441371219,1.0758450950552592,0.7943446356616142,0.5682707241778298,-0.80,NoEvent
1.3769582454686802,1.087139545360028,0.8007251622103772,0.5532721269481882,-0.78,NoEvent
1.3398102560298526,1.1407258427894509,0.8100162723668228,0.5221914405990165,-0.76,NoEvent
1.3209374808068117,1.142005140011505,0.8350466052008942,0.5280178328749143,-0.74,NoEvent
1.357491314403703,1.0933090147624347,0.8349314595063723,0.5384602308329391,-0.72,NoEvent
1.3593443088907957,1.1013749305394929,0.8389747497894615,0.5103282416106754,-0.70,NoEvent
1.3633732111796322,1.0912769942103784,0.8499902889170251,0.502992793582627,-0.68,NoEvent
1.3410297846656716,1.0695576625976495,0.8830809267620336,0.5504641973023365,-0.66,NoEvent
1.3330333918194281,1.0756418580638694,0.8742178653893385,0.5717664960574459,-0.64,NoEvent
1.3393634518561235,1.0548501224398494,0.8912759031330856,0.5693691774406048,-0.62,NoEvent
1.3232282226456824,1.0317465512342885,0.9168233242502286,0.6075840268022722,-0.60,NoEvent
1.3128413323815096,1.0373153729424405,0.926051400261102,0.6066386814462819,-0.58,NoEvent
1.3072283183465518,1.0416651318663714,0.9289416158424281,0.6068876204266513,-0.56,NoEvent
1.2937692654726372,1.0419298283699205,0.9437180399048261,0.6124514791671389,-0.54,NoEvent
1.2863015262461115,1.0569531581503628,0.9350303214820619,0.6157547690976122,-0.52,NoEvent
1.278670263347785,1.0406870360505835,0.9472610602541718,0.6401769810426654,-0.50,NoEvent
1.2842662315264635,1.0398196867138452,0.933536508977128,0.6504629772664513,-0.48,NoEvent
1.2839713677883775,1.0192228434763662,0.9393191489197824,0.674862275736771,-0.46,NoEvent
1.284122763563305,1.0194887574954492,0.9395394098570431,0.6738652175834619,-0.44,NoEvent
1.2384369585858408,1.0353338341468816,0.9402559237515553,0.7317334091278604,-0.42,NoEvent
1.2305152027734247,1.0384887387809627,0.9459608640237812,0.7332726311600543,-0.40,NoEvent
1.2418111140801849,1.0169246576065372,0.9442044620334044,0.74659531493264,-0.38,NoEvent
1.2717411644513563,0.9812054421063925,0.9459349173337023,0.7418049985636314,-0.36,NoEvent
1.2817334324397367,0.9790461706526179,0.9511669863176055,0.7204627684624518,-0.34,NoEvent
1.2753456414360165,1.0211193466549808,0.9392900882474787,0.6882587722517667,-0.32,NoEvent
1.289653835542787,1.0220648346478238,0.9365898144871113,0.6634253615513184,-0.30,NoEvent
1.2909107566504663,1.027517412987213,0.9358732829204188,0.6534950767927387,-0.28,NoEvent
1.289853412490118,1.0311736998430456,0.9341115701838444,0.6523433008720777,-0.26,NoEvent
1.2942956667034826,1.0419577934241449,0.9232447913806004,0.6417935585281845,-0.24,NoEvent
1.3071817691642091,1.0391441498946954,0.9281541644226361,0.6124886430568971,-0.22,NoEvent
1.3131216932335563,1.044819405310308,0.9199450018103317,0.6024302909009841,-0.20,NoEvent
1.3308204716306926,1.0390454536358444,0.9229756394997379,0.5679565292888153,-0.18,NoEvent
1.303111434787086,1.0153572573793874,0.9623476191606137,0.6082717493147725,-0.16,NoEvent
1.3224976904557544,1.0741327388878954,0.8934012812071702,0.5694120664599335,-0.14,NoEvent
1.3009924267926818,1.0584566633518548,0.928538128199073,0.5916606919672055,-0.12,NoEvent
1.287223941144292,1.065494877579478,0.9291449603432811,0.6079655142933119,-0.10,NoEvent
1.2844776138608842,1.046785267503567,0.9481140123485955,0.6169237517881675,-0.08,NoEvent
1.3377266674288295,1.0548468213933557,0.9041715696798909,0.5526450505822816,-0.06,NoEvent
1.3187913978131773,1.09209605136832,0.889726402858748,0.5492354908417028,-0.04,NoEvent
1.3138754039988865,1.1015994070492054,0.8735189517468968,0.5677429372515427,-0.02,NoEvent
1.2420965460664746,1.157656286206007,0.8141792213843023,0.6923131671634614,0.00,StagEventNew
1.298105416271326,1.1196191476135022,0.8570281983720198,0.593325536652413,0.02,StagEventNew
1.3010383177525147,1.1181001296667754,0.8503121290412152,0.5993979576947559,0.04,StagEventNew
1.280168988032907,1.127314423809836,0.8450651000879096,0.6335232918108955,0.06,StagEventNew
1.2956409533584776,1.115946532942098,0.8478724016012152,0.6182616589294845,0.08,StagEventNew
1.2382755670543761,1.1378530067018926,0.8554892257339017,0.6820993861111737,0.10,StagEventNew
1.2014718559905322,1.1612571097459299,0.8665618555477451,0.6943882829809598,0.12,StagEventNew
1.1807252589219592,1.1684376204790625,0.8830663880446917,0.6971315349365578,0.14,StagEventNew
1.1767650896941795,1.1671827580925844,0.8783073135423111,0.7117877693322125,0.16,StagEventNew
1.2012462749588357,1.1540335405074555,0.8719238470304438,0.7000857175841991,0.18,StagEventNew
1.1880914329065082,1.147584107696504,0.8695682709810304,0.7351854987851989,0.20,StagEventNew
