PC1,PC2,PC3,PC4,Features,Time,Event
-0.42194973392955504,-0.44639402851108906,0.7148270806253753,-0.3342350043771928,Head Vertical,-0.52,NoEvent
-0.6069973628107843,0.23676896425025715,-0.48369677811473005,-0.5844074656864363,Eye Horizontal,-0.52,NoEvent
-0.6121668776146633,0.4188185256482816,0.19958834679559675,0.6403180837277006,Eye Vertical,-0.52,NoEvent
-0.2509392586418995,-0.8237495421196095,-0.3580724272599068,0.36090208806016333,Head Horizontal,-0.50,NoEvent
-0.42267517824073125,-0.34386292967323934,0.7818375108884716,-0.3030413929868679,Head Vertical,-0.50,NoEvent
-0.6135122061484002,0.1432827354005,-0.4992233413651761,-0.5948519866985916,Eye Horizontal,-0.50,NoEvent
-0.618043651434381,0.42739330269719983,0.10625581791180273,0.6512040470475673,Eye Vertical,-0.50,NoEvent
-0.23394119027337218,-0.82958224775343,-0.375291003743739,0.34091271055045913,Head Horizontal,-0.48,NoEvent
-0.4364487344115507,-0.348695678890954,0.775389464137705,-0.2944401546283629,Head Vertical,-0.48,NoEvent
-0.6094708486403753,0.15340632830989778,-0.5002462455692488,-0.5956219244503407,Eye Horizontal,-0.48,NoEvent
-0.6191359353014608,0.4082537399334136,0.08764436780038821,0.6650699528934059,Eye Vertical,-0.48,NoEvent
-0.31161039656038036,-0.8295443397532168,-0.28033692962327844,0.3690072560645323,Head Horizontal,-0.46,NoEvent
-0.4510346146403734,-0.23932287021785176,0.8022065959042463,-0.3094461466469097,Head Vertical,-0.46,NoEvent
-0.595495766843569,0.13627474286550056,-0.5233251461461148,-0.5940915565293611,Eye Horizontal,-0.46,NoEvent
-0.5872406055639224,0.48580854935975654,0.06329751012687625,0.6443073410707228,Eye Vertical,-0.46,NoEvent
-0.33426361852635367,-0.8033483158390358,-0.30919436412572837,0.3837944266936915,Head Horizontal,-0.44,NoEvent
-0.43280031922389384,-0.26342128829375533,0.819353770320836,-0.26823964586612503,Head Vertical,-0.44,NoEvent
-0.6085417025380041,0.14218260641904928,-0.4778427419840791,-0.6173551786752661,Eye Horizontal,-0.44,NoEvent
-0.5750032289313782,0.5148056086952904,0.06873542163290779,0.6321565579722372,Eye Vertical,-0.44,NoEvent
-0.4341100944442754,0.5059068507897054,-0.6458254616868749,-0.37217758833997455,Head Horizontal,-0.42,NoEvent
-0.48503206687143063,0.5462695652497499,0.4666100093875571,0.4986066138025261,Head Vertical,-0.42,NoEvent
-0.49251614175231845,-0.5628436317898425,-0.41047594564885775,0.5216746057751963,Eye Horizontal,-0.42,NoEvent
-0.5776851825358001,-0.3589636006052866,0.4435020521034311,-0.5837215886868611,Eye Vertical,-0.42,NoEvent
-0.4459065176351555,0.44659687015245547,-0.6829604847840767,-0.3678091751493151,Head Horizontal,-0.40,NoEvent
-0.48842417535369825,0.5688764784554066,0.4120837539582659,0.517695235552637,Head Vertical,-0.40,NoEvent
-0.4732689411209134,-0.6101775659045345,-0.3686862675332409,0.5174652486588017,Eye Horizontal,-0.40,NoEvent
-0.5819155538657126,-0.3234410702075813,0.4773074397907194,-0.5735309670737625,Eye Vertical,-0.40,NoEvent
-0.4541520346258095,0.4034630141279462,-0.7094861276622936,0.35720156820875465,Head Horizontal,-0.38,NoEvent
-0.4949650527641223,0.5778205251557065,0.3809012959642042,-0.525401979425071,Head Vertical,-0.38,NoEvent
-0.46616390334851987,-0.6469468929299398,-0.32537057484282883,-0.5082173963665709,Eye Horizontal,-0.38,NoEvent
-0.5757141141246394,-0.29120569133839663,0.49565878022486437,0.5814420673771444,Eye Vertical,-0.38,NoEvent
-0.46981341843418706,-0.06833517475977191,-0.7964953281228345,0.37443403695208133,Head Horizontal,-0.36,NoEvent
-0.4761831303576376,-0.7138468778265724,0.1059199262174545,-0.502447241618605,Head Vertical,-0.36,NoEvent
-0.4906032963098601,0.6947172536900835,-0.017359487491628904,-0.5257137921618906,Eye Horizontal,-0.36,NoEvent
-0.5584204364740644,0.05586480406404308,0.5950418554207884,0.5753007301337159,Eye Vertical,-0.36,NoEvent
-0.4534109885703409,-0.13633002986508103,-0.8019592070336874,0.36427191581914636,Head Horizontal,-0.34,NoEvent
-0.45498909682870786,-0.7431602038637511,0.1754677193790381,-0.4581581742325493,Head Vertical,-0.34,NoEvent
-0.5189891417114704,0.644756827252281,-0.06914798091239653,-0.5569178226928119,Eye Horizontal,-0.34,NoEvent
-0.5639624703792383,0.11582602497602293,0.5668254285452946,0.589270394213423,Eye Vertical,-0.34,NoEvent
-0.305804097677994,-0.8422699891839056,0.2274408686424606,0.38122928853205257,Head Horizontal,-0.32,NoEvent
-0.4453637104000227,0.25055848439826206,0.8102277986859702,-0.2870584010114623,Head Vertical,-0.32,NoEvent
-0.6005317139382714,-0.18768190181769584,-0.48675285425608816,-0.6059775764481772,Eye Horizontal,-0.32,NoEvent
-0.5894884900118359,0.4388362051452487,-0.23425034553059107,0.636437648804721,Eye Vertical,-0.32,NoEvent
-0.2061061883420537,-0.9152433860337309,0.13395235797409905,0.31922805209097727,Head Horizontal,-0.30,NoEvent
-0.4311123657774843,0.14761469164467034,0.8632018634622108,-0.21733516466452701,Head Vertical,-0.30,NoEvent
-0.6182143088840807,-0.14625867832128825,-0.4430153550284706,-0.6325795305854329,Eye Horizontal,-0.30,NoEvent
-0.6240780684272041,0.3451779919807604,-0.2016846645571848,0.6713434400087308,Eye Vertical,-0.30,NoEvent
-0.19435443251422452,-0.9098405718095827,0.1631280535506388,0.3283378238888503,Head Horizontal,-0.28,NoEvent
-0.4275933459018218,0.1710662354732033,0.8629661161361468,-0.20782145226709794,Head Vertical,-0.28,NoEvent
-0.6216053269315446,-0.1724794691181205,-0.42649256259613594,-0.6340045301993039,Eye Horizontal,-0.28,NoEvent
-0.6268948098627758,0.33641835518141633,-0.2162933531014186,0.6686125732203139,Eye Vertical,-0.28,NoEvent
-0.1744731012425233,-0.9061365921632683,0.2082509180417446,0.32420235720970036,Head Horizontal,-0.26,NoEvent
-0.43035069566326456,0.20214234254553848,0.8531517429179184,-0.21463656642907902,Head Vertical,-0.26,NoEvent
-0.6190848569674828,-0.20330059663713948,-0.42259204431949166,-0.6299355295253694,Eye Horizontal,-0.26,NoEvent
-0.6333177366523943,0.3110045290665793,-0.22400808639145373,0.6723133232153016,Eye Vertical,-0.26,NoEvent
-0.11554023957402126,-0.8964263695216609,0.2862468473327862,0.3180140868852094,Head Horizontal,-0.24,NoEvent
-0.4349045742831163,0.2551226835475032,0.8410644806247558,-0.19591060981619235,Head Vertical,-0.24,NoEvent
-0.6169284850673993,-0.26766342197067516,-0.3850418588824371,-0.6320587818864242,Eye Horizontal,-0.24,NoEvent
-0.645683907666316,0.24431224468839857,-0.24983204104319412,0.6789608013311702,Eye Vertical,-0.24,NoEvent
-0.09462538838957836,-0.9061594480275944,0.288852934742207,0.2940834451533481,Head Horizontal,-0.22,NoEvent
-0.41751991819804163,0.25448352038656885,0.852011536109923,-0.18706041295573253,Head Vertical,-0.22,NoEvent
-0.6230541446044338,-0.2597827849057567,-0.3681063352161477,-0.6393857705107173,Eye Horizontal,-0.22,NoEvent
-0.6546194976253454,0.2159307696197899,-0.23481492797554646,0.685353314473626,Eye Vertical,-0.22,NoEvent
-0.11083624610708884,-0.8882316754267845,0.3270767749355703,0.3029531327039928,Head Horizontal,-0.20,NoEvent
-0.4236729690751464,0.2930313704284956,0.8342656909183774,-0.19655683192484105,Head Vertical,-0.20,NoEvent
-0.6196603131042592,-0.2751991670360266,-0.3679454916005893,-0.6363195974013449,Eye Horizontal,-0.20,NoEvent
-0.6513352732560022,0.22235675203600838,-0.24826932042648683,0.6816760089452297,Eye Vertical,-0.20,NoEvent
-0.1012867870312678,-0.9013498121381887,0.31884466618310864,0.27504105471350404,Head Horizontal,-0.18,NoEvent
-0.4052481750748451,0.29255103425470075,0.8484578379256101,-0.17408936273538392,Head Vertical,-0.18,NoEvent
-0.6286669165578429,-0.2502996449457786,-0.34719041700609615,-0.6492971662534845,Eye Horizontal,-0.18,NoEvent
-0.6559670810315448,0.1983242200412604,-0.24065782856228546,0.6873561681542303,Eye Vertical,-0.18,NoEvent
-0.2014462510211265,-0.9018950052357403,-0.28372788697036055,0.25593611241028763,Head Horizontal,-0.16,NoEvent
-0.41713438406050385,0.25336436911341614,-0.8076709156014806,-0.33086718512069335,Head Vertical,-0.16,NoEvent
-0.5985428650649282,-0.1922173199298422,0.49466004596075736,-0.6000919758911608,Eye Horizontal,-0.16,NoEvent
-0.653578420898261,0.292308737319932,0.14992537202522574,0.6818454609701972,Eye Vertical,-0.16,NoEvent
-0.061160320168530624,-0.8708799493178051,0.3168722217340774,0.37070139493453363,Head Horizontal,-0.14,NoEvent
-0.45375448662313406,0.26571758221979025,0.8346199327410462,-0.16404450688754033,Head Vertical,-0.14,NoEvent
-0.6074490392698761,-0.34852990409683615,-0.3423946556945474,-0.6263373455193028,Eye Horizontal,-0.14,NoEvent
-0.6491316860209203,0.22246165135981433,-0.29286082482376047,0.6658614008646605,Eye Vertical,-0.14,NoEvent
-0.36202686675732854,-0.6728123426844365,-0.5069025831799533,0.39913640580989634,Head Horizontal,-0.12,NoEvent
-0.3964852360154582,0.5239206559603551,-0.6755987654617515,-0.3344740826826432,Head Vertical,-0.12,NoEvent
-0.6044068190426207,-0.33276182845417873,0.39647733444919053,-0.6056134789506233,Eye Horizontal,-0.12,NoEvent
-0.5885816871619595,0.4026167697865845,0.35975241839369554,0.6017055190739777,Eye Vertical,-0.12,NoEvent
-0.33475369166341135,-0.7041012883755936,-0.478060736831652,-0.4045235141812206,Head Horizontal,-0.10,NoEvent
-0.4110057997514974,0.4809112848148748,-0.700318219373101,0.3306855913438428,Head Vertical,-0.10,NoEvent
-0.603847290283084,-0.33348886311400805,0.40783799118639663,0.5981820802579662,Eye Horizontal,-0.10,NoEvent
-0.5953004690961755,0.4021826575381655,0.33864508922928627,-0.607606751945944,Eye Vertical,-0.10,NoEvent
-0.2481617500702058,-0.796753176654776,-0.4247869555456077,-0.35093612480180847,Head Horizontal,-0.08,NoEvent
-0.4114333085316583,0.39551080237566594,-0.7594612582786754,0.312269811234806,Head Vertical,-0.08,NoEvent
-0.6081461494516968,-0.300273734199483,0.42078908152947325,0.6024371289375806,Eye Horizontal,-0.08,NoEvent
-0.6318992319506814,0.34437082519368456,0.25634193655671617,-0.645291334962676,Eye Vertical,-0.08,NoEvent
-0.24855937672254413,-0.8328183708995105,0.31014745985508424,0.3852795744404626,Head Horizontal,-0.06,NoEvent
-0.4091735207635812,0.35868961607117167,0.8249792088131216,-0.15273537329226008,Head Vertical,-0.06,NoEvent
-0.6350476221355208,-0.23761217508974752,-0.3329767239775352,-0.6552720604133278,Eye Horizontal,-0.06,NoEvent
-0.6062258521122761,0.34827542931438454,-0.3351781011055214,0.6315457878142504,Eye Vertical,-0.06,NoEvent
-0.13193757558465188,-0.8454943809123356,0.2950561387754066,0.4250571761133532,Head Horizontal,-0.04,NoEvent
-0.4361192064228416,0.3119878149889856,0.8385022317122551,-0.09683825949012957,Head Vertical,-0.04,NoEvent
-0.6306618925054047,-0.32472849408891197,-0.28180765663332286,-0.6460661166870493,Eye Horizontal,-0.04,NoEvent
-0.6282181876382257,0.28697431988038924,-0.361165235103479,0.6265359697594225,Eye Vertical,-0.04,NoEvent
-0.1980504330234562,-0.8124210442446909,0.3038188168823069,0.45655470576462376,Head Horizontal,-0.02,NoEvent
-0.4419681604285354,0.36131061338454296,0.8159062262280478,-0.09173775572471654,Head Vertical,-0.02,NoEvent
-0.6325831007991903,-0.3151314853790737,-0.27634090311319975,-0.6512806405633758,Eye Horizontal,-0.02,NoEvent
-0.6043829843153423,0.3318415803464499,-0.4069728022572544,0.5991456517793726,Eye Vertical,-0.02,NoEvent
-0.20061665019485472,-0.739631198947839,0.26860567875886,0.5835663103247728,Head Horizontal,0.00,StagEventNew
-0.5664162894911123,0.3099320691081888,0.7493710463109098,-0.14682552396749213,Head Vertical,0.00,StagEventNew
-0.5554407930060962,-0.4525261544534123,-0.3508229423903043,-0.6030164741472441,Eye Horizontal,0.00,StagEventNew
-0.574813945662833,0.3900101045061585,-0.4931706473240196,0.5237019752422444,Eye Vertical,0.00,StagEventNew
-0.24797061785131896,-0.7778311408237982,0.2649696125237766,0.5131085591628569,Head Horizontal,0.02,StagEventNew
-0.4572252620851441,0.3788339712537224,0.802314850199478,-0.06099805804035505,Head Vertical,0.02,StagEventNew
-0.6346547414891796,-0.31811200451612665,-0.26120025767851746,-0.6540585119671712,Eye Horizontal,0.02,StagEventNew
-0.5715496404503372,0.38764454229566303,-0.46675090891937726,0.5524548002799974,Eye Vertical,0.02,StagEventNew
-0.2300466263381923,-0.7902407853841773,0.235149370552168,0.5170133696092715,Head Horizontal,0.04,StagEventNew
-0.4701937394395413,0.36195148973743557,0.8046287378578584,-0.021944490925556254,Head Vertical,0.04,StagEventNew
-0.6326399654835463,-0.3209939152639954,-0.24333500081900555,-0.6614511756833474,Eye Horizontal,0.04,StagEventNew
-0.5707565778642013,0.37612966721031194,-0.48791950680271395,0.5428609003698851,Eye Vertical,0.04,StagEventNew
-0.23084602196000908,-0.7806992068591433,0.17008231304447524,0.5552394702686262,Head Horizontal,0.06,StagEventNew
-0.49395397219505477,0.3469169435266862,0.7963526137519619,0.03847885415715346,Head Vertical,0.06,StagEventNew
-0.6316787013191071,-0.33366158276138425,-0.2142708052618721,-0.6661381151843835,Eye Horizontal,0.06,StagEventNew
-0.5510912862655085,0.3985314678827434,-0.5394279779287394,0.49647610208061826,Eye Vertical,0.06,StagEventNew
-0.4494889560622736,-0.6413434454143503,0.14524721195483123,0.6046002901268295,Head Horizontal,0.08,StagEventNew
-0.41173001141693855,0.4871171875627899,0.7697629463582563,0.02569532434863408,Head Vertical,0.08,StagEventNew
-0.6614815199100563,-0.22862865834393128,-0.18611396826232804,-0.6895888095227367,Eye Horizontal,0.08,StagEventNew
-0.4368984720666083,0.5469226336410136,-0.593068161892757,0.3978259836488657,Eye Vertical,0.08,StagEventNew
-0.5680032302013894,-0.4752222771650912,0.18497512668940283,0.646003343855937,Head Horizontal,0.10,StagEventNew
-0.34993108781417387,0.5642585056130311,0.7404182325529495,-0.10460121188449348,Head Vertical,0.10,StagEventNew
-0.6791764367180677,-0.18572644490159881,-0.2721075380569216,-0.6558830255493454,Eye Horizontal,0.10,StagEventNew
-0.3060064248817749,0.6490622572554869,-0.5861079517819283,0.376238917438747,Eye Vertical,0.10,StagEventNew
-0.6624529880282919,0.3089752520078478,0.269511411403947,0.6269401338422408,Head Horizontal,0.12,StagEventNew
-0.16984552250360102,-0.6388496398729933,0.7289355207330837,-0.17797933232039415,Head Vertical,0.12,StagEventNew
-0.7181406200596507,-0.0075924622170583525,-0.3243068451445926,-0.6156634425805899,Eye Horizontal,0.12,StagEventNew
-0.12877339382887448,-0.7045195425240638,-0.5392973909903528,0.44297624238154787,Eye Vertical,0.12,StagEventNew
-0.0848117795344986,-0.7429776107054993,0.310916424511193,0.5866193050111076,Head Horizontal,0.14,StagEventNew
-0.563064470677169,0.2590501810850746,0.7681830467067604,-0.16045626286670533,Head Vertical,0.14,StagEventNew
-0.5075485510132244,-0.5411820195399483,-0.3133338920756821,-0.5927380215303761,Eye Horizontal,0.14,StagEventNew
-0.6466527911310731,0.29664675187299994,-0.4637323104962606,0.5280087277000176,Eye Vertical,0.14,StagEventNew
-0.7148588826297365,-0.17271083665862397,0.309579554896477,0.6027505653387161,Head Horizontal,0.16,StagEventNew
0.30023201052723986,-0.5655290197319311,0.744666151883244,-0.18844094548482154,Head Vertical,0.16,StagEventNew
-0.5141267609759516,-0.5261079700698504,-0.34046119985844725,-0.585636618448936,Eye Horizontal,0.16,StagEventNew
0.36675767398721526,-0.6111941578342357,-0.48344492222014984,0.5081451733317364,Eye Vertical,0.16,StagEventNew
-0.695064947984469,-0.21581784549797325,0.2480367356885835,0.6393630841680743,Head Horizontal,0.18,StagEventNew
0.349315926841099,-0.5377467580970837,0.7611740727434713,-0.0970610034686314,Head Vertical,0.18,StagEventNew
-0.4734216499620855,-0.5798243045698168,-0.26961464081025605,-0.6057917650794383,Eye Horizontal,0.18,StagEventNew
0.41320097130290967,-0.5727607332480272,-0.5351632967542014,0.4634763700240703,Eye Vertical,0.18,StagEventNew
-0.6787828889678542,0.26606864255028057,0.2097258122283302,0.65151849611586,Head Horizontal,0.20,StagEventNew
-0.11398698526018818,-0.6586376423118961,0.7386068081923334,-0.0875408830950096,Head Vertical,0.20,StagEventNew
-0.7195572125665382,-0.05677578460631262,-0.23867368514079734,-0.6496528304772656,Eye Horizontal,0.20,StagEventNew
