PC1,PC2,PC3,PC4,PC5,Features,Time,Event
-0.5425995263773379,-0.4305040337050493,-0.720518463539711,-0.03324416696420993,0.0,Head Horizontal,-1.82,NoEvent
-0.6354963824546034,-0.17912341826995506,0.56264332695704,0.4974853118888164,0.0,Head Vertical,-1.82,NoEvent
-0.531173041501548,0.4540345378618795,0.1608870137327143,-0.6970101916204049,0.0,Eye Horizontal,-1.82,NoEvent
-0.139947496741442,0.7592323204523882,-0.3720228476065102,0.5153445280538345,0.0,Eye Vertical,-1.82,NoEvent
-0.0,-0.0,0.0,0.0,1.0,Steering,-1.82,NoEvent
-0.6146298869127327,-0.30899060619902147,-0.1762501120564461,-0.7040531268267282,0.0,Head Horizontal,-1.80,NoEvent
-0.6345433702758932,-0.1354652984718938,0.6045742145239194,0.46205398308164924,0.0,Head Vertical,-1.80,NoEvent
-0.46703485806676265,0.5267915589056772,-0.6270211973344483,0.33348690065662184,0.0,Eye Horizontal,-1.80,NoEvent
-0.03825251237645986,0.7801696044171471,0.458552434543914,-0.4237945238135221,0.0,Eye Vertical,-1.80,NoEvent
-0.0,0.0,-0.0,-0.0,1.0,Steering,-1.80,NoEvent
-0.5795961552308683,-0.07397516421627433,0.5811184359415853,-0.5664780095728135,0.0,Head Horizontal,-1.78,NoEvent
-0.6540352233112322,-0.16778984138381955,0.04407174357318936,0.7363030471314365,0.0,Head Vertical,-1.78,NoEvent
-0.4837905095431093,0.22149135598404804,-0.7786055400905206,-0.3326585863024064,0.0,Eye Horizontal,-1.78,NoEvent
-0.04746542305553473,0.9577660588222554,0.2326638299512275,0.16216890088629757,0.0,Eye Vertical,-1.78,NoEvent
-0.0,0.0,-0.0,-0.0,1.0,Steering,-1.78,NoEvent
-0.607414303689992,-0.1874979122308596,0.371883418581249,-0.6764577736756331,0.0,Head Horizontal,-1.76,NoEvent
-0.6264282543522074,-0.08576295368487447,0.26068262693825056,0.7295731121258957,0.0,Head Vertical,-1.76,NoEvent
-0.48650718445748536,0.4244720675608829,-0.7574214478193336,-0.09719554369981953,0.0,Eye Horizontal,-1.76,NoEvent
0.04411649683846118,0.881653397058563,0.4691055759423039,-0.026095608474175157,0.0,Eye Vertical,-1.76,NoEvent
-0.0,-0.0,-0.0,0.0,1.0,Steering,-1.76,NoEvent
-0.611141827688942,-0.16660405143024112,0.34193904187991836,-0.6941371969101595,0.0,Head Horizontal,-1.74,NoEvent
-0.6041560117595758,-0.25161262515189675,0.24775338859445303,0.714356254790913,0.0,Head Vertical,-1.74,NoEvent
-0.504205194896795,0.3536222721224709,-0.7873364236192346,-0.02880566160495614,0.0,Eye Horizontal,-1.74,NoEvent
-0.08531296116574492,0.8853730657582385,0.44921855050819387,0.08389831325067033,0.0,Eye Vertical,-1.74,NoEvent
-0.0,-0.0,-0.0,0.0,1.0,Steering,-1.74,NoEvent
-0.5984952588600905,-0.20155198294814755,0.4731304303643607,-0.6142701516066835,0.0,Head Horizontal,-1.72,NoEvent
-0.6651844427781403,-0.12803710690194037,0.05628209842093608,0.7334633472365556,0.0,Head Vertical,-1.72,NoEvent
-0.44222169692623414,0.338969951526189,-0.781053358436835,-0.28194856623958237,0.0,Eye Horizontal,-1.72,NoEvent
-0.06142518193388512,0.9099904776359933,0.403652787101875,0.07217135928533974,0.0,Eye Vertical,-1.72,NoEvent
-0.0,0.0,0.0,-0.0,1.0,Steering,-1.72,NoEvent
-0.6326444063435874,-0.18261863251175814,0.23773073964440747,-0.714069734416624,0.0,Head Horizontal,-1.70,NoEvent
-0.6367615324168484,-0.08158585895568109,0.32653045807878606,0.6937264290766703,0.0,Head Vertical,-1.70,NoEvent
-0.43569691680031253,0.5124627785270475,-0.7399160733463291,0.008619844475974468,0.0,Eye Horizontal,-1.70,NoEvent
0.06681319216305612,0.8350904641428603,0.5379462424617647,-0.0936683205353521,0.0,Eye Vertical,-1.70,NoEvent
-0.0,0.0,0.0,-0.0,1.0,Steering,-1.70,NoEvent
-0.5036073388853204,0.49460614815698206,0.48613669559506495,-0.5151849373012286,0.0,Head Horizontal,-1.68,NoEvent
-0.5987805967439955,0.28785483888275337,-0.13393506185867488,0.7352977545862637,0.0,Head Vertical,-1.68,NoEvent
-0.5543381494698819,-0.3912886731461876,-0.6099534411566929,-0.409339944216188,0.0,Eye Horizontal,-1.68,NoEvent
-0.28381448382007735,-0.7206923922205604,0.6113013266973444,0.1623653366559995,0.0,Eye Vertical,-1.68,NoEvent
-0.0,0.0,0.0,-0.0,1.0,Steering,-1.68,NoEvent
-0.5536780878312254,-0.39169112644568554,0.47509040286274035,-0.560631559606652,0.0,Head Horizontal,-1.66,NoEvent
-0.6073588632468406,-0.2606376552796797,-0.038286827985757964,0.7494780468356668,0.0,Head Vertical,-1.66,NoEvent
-0.533561045319981,0.4109185997743464,-0.6647137842465212,-0.32344103065197016,0.0,Eye Horizontal,-1.66,NoEvent
-0.1996707219602131,0.7808917840991233,0.5753075811626135,0.13914313269147902,0.0,Eye Vertical,-1.66,NoEvent
-0.0,-0.0,-0.0,0.0,1.0,Steering,-1.66,NoEvent
-0.5926342217513973,0.37152598528615643,-0.18670661098976904,0.6898505366229571,0.0,Head Horizontal,-1.64,NoEvent
-0.6252039984815692,0.23469705161136248,0.5334290688314078,-0.519124920200571,0.0,Head Vertical,-1.64,NoEvent
-0.4797767999867974,-0.507579149967097,-0.6435949833500755,-0.31299061666402156,0.0,Eye Horizontal,-1.64,NoEvent
-0.16648982457256262,-0.7411134479556849,0.5161197219105164,0.39579341609992086,0.0,Eye Vertical,-1.64,NoEvent
-0.0,-0.0,-0.0,0.0,1.0,Steering,-1.64,NoEvent
-0.6581849642394964,0.057331779601299634,0.07343167235507482,-0.7470698825357225,0.0,Head Horizontal,-1.62,NoEvent
-0.5320324809469279,0.4405022041275049,0.4708477644236058,0.5488183944744921,0.0,Head Vertical,-1.62,NoEvent
-0.47636375834301825,-0.12747652902702516,-0.8046037845711902,0.3308172518751924,0.0,Eye Horizontal,-1.62,NoEvent
0.23835176064762853,0.8868035914190807,-0.3542921422867681,-0.17676228770936395,0.0,Eye Vertical,-1.62,NoEvent
-0.0,0.0,-0.0,0.0,1.0,Steering,-1.62,NoEvent
-0.6856338168519143,-0.09259134466605283,-0.010962692725517201,-0.7219507818752007,0.0,Head Horizontal,-1.60,NoEvent
-0.4964056532096026,0.12940824828975564,0.7348357526281486,0.44367933172004653,0.0,Head Vertical,-1.60,NoEvent
-0.5270374922054994,0.1388225291628373,-0.6781535158079844,0.49301885988655747,0.0,Eye Horizontal,-1.60,NoEvent
0.07562525015073582,0.977450077274713,-0.0020112247259274772,-0.19715000114227257,0.0,Eye Vertical,-1.60,NoEvent
-0.0,-0.0,-0.0,-0.0,1.0,Steering,-1.60,NoEvent
-0.7118324496756614,0.012720155070659583,-0.0024306952623896765,0.7022299146036628,0.0,Head Horizontal,-1.58,NoEvent
-0.4550356378061335,0.7530050147324646,-0.01837495125695222,-0.4749614482044107,0.0,Head Vertical,-1.58,NoEvent
-0.384941824465741,-0.4912252904744805,-0.6806758860966609,-0.38366371194286136,0.0,Eye Horizontal,-1.58,NoEvent
0.37156012123490767,0.43762924884084464,-0.7323501832957864,0.3661788168279635,0.0,Eye Vertical,-1.58,NoEvent
-0.0,-0.0,-0.0,0.0,1.0,Steering,-1.58,NoEvent
-0.7267420678794323,-0.010204770194915903,0.19048144170456338,0.6598929078310715,0.0,Head Horizontal,-1.56,NoEvent
-0.5203737285930745,0.6250971152672351,0.05466897803051289,-0.57920297125949,0.0,Head Vertical,-1.56,NoEvent
-0.3191605749157881,-0.733923608737056,0.3720001161856327,-0.4702218386205348,0.0,Eye Horizontal,-1.56,NoEvent
0.3149502766848954,0.265528898028495,0.9068318679695405,0.08920028454413734,0.0,Eye Vertical,-1.56,NoEvent
-0.0,0.0,-0.0,0.0,1.0,Steering,-1.56,NoEvent
-0.709206122872443,0.10493588114964836,-0.11809815884177442,0.6870720202466166,0.0,Head Horizontal,-1.54,NoEvent
-0.24619141646926032,0.824089509896202,-0.2779938905716593,-0.4277682350768096,0.0,Head Vertical,-1.54,NoEvent
-0.4647445144460909,-0.5551336946375292,-0.4953460551309846,-0.48007437240132417,0.0,Eye Horizontal,-1.54,NoEvent
0.4694986666960452,0.04112811209465716,-0.8144964747309761,0.3383415035389218,0.0,Eye Vertical,-1.54,NoEvent
-0.0,-0.0,0.0,0.0,1.0,Steering,-1.54,NoEvent
-0.6909224850464218,-0.017624048542686992,-0.0927085289421954,0.716743078956202,0.0,Head Horizontal,-1.52,NoEvent
-0.3433777432350735,0.6933081737605252,-0.5072848450200653,-0.3795755361724483,0.0,Head Vertical,-1.52,NoEvent
-0.3449604773824893,-0.7192259494910266,-0.4444055246450556,-0.4077009103346829,0.0,Eye Horizontal,-1.52,NoEvent
0.5345279358014043,-0.04155962810880089,-0.7325100301970582,0.41950177451359216,0.0,Eye Vertical,-1.52,NoEvent
-0.0,0.0,0.0,0.0,1.0,Steering,-1.52,NoEvent
-0.5970436694403148,-0.2426381633614999,-0.3780690785659658,-0.6646272265669559,0.0,Head Horizontal,-1.50,NoEvent
-0.21663893349170546,-0.862570373122941,0.12023727345751745,0.4411155426615905,0.0,Head Vertical,-1.50,NoEvent
-0.5545548988134316,0.38662677471774204,-0.4274969371192811,0.6001957764155079,0.0,Eye Horizontal,-1.50,NoEvent
0.5376572267521796,-0.2182173461539333,-0.8123134485267476,0.05876017104529707,0.0,Eye Vertical,-1.50,NoEvent
-0.0,-0.0,-0.0,-0.0,1.0,Steering,-1.50,NoEvent
-0.6011195258651791,-0.3111720965697203,-0.19949636683214608,-0.7085396541907876,0.0,Head Horizontal,-1.48,NoEvent
-0.14764580320022938,-0.8439579597765517,-0.058458456784027904,0.5123653850111163,0.0,Head Vertical,-1.48,NoEvent
-0.5345331236857409,0.4040571589099224,-0.595161338613142,0.4436159747310945,0.0,Eye Horizontal,-1.48,NoEvent
0.5754392862011998,-0.16626695636790453,-0.7762517565013406,-0.19661672778527908,0.0,Eye Vertical,-1.48,NoEvent
-0.0,0.0,-0.0,0.0,1.0,Steering,-1.48,NoEvent
-0.565629177171209,-0.3310047978813741,0.44855077692337053,0.607701948518822,0.0,Head Horizontal,-1.46,NoEvent
-0.10983976340180167,-0.8658225966829134,-0.40172217098453067,-0.27731886843229636,0.0,Head Vertical,-1.46,NoEvent
-0.5503161355825222,0.340903415248201,-0.7316727724386435,0.21352275396683273,0.0,Eye Horizontal,-1.46,NoEvent
0.6042772635355199,-0.15675431836118858,-0.31949405617767807,0.7128819120417335,0.0,Eye Vertical,-1.46,NoEvent
-0.0,-0.0,-0.0,0.0,1.0,Steering,-1.46,NoEvent
-0.6567042342261499,0.19584030767906357,0.10295755200178201,0.7209617639815694,0.0,Head Horizontal,-1.44,NoEvent
-0.288469753557545,0.8270207208467387,-0.06972740308523424,-0.4774515868981682,0.0,Head Vertical,-1.44,NoEvent
-0.46612514338424366,-0.3536964764693183,-0.7813921046744463,-0.21691595605359837,0.0,Eye Horizontal,-1.44,NoEvent
0.517930594517174,0.3906175926804881,-0.611526132309347,0.4529918156593538,0.0,Eye Vertical,-1.44,NoEvent
-0.0,-0.0,-0.0,0.0,1.0,Steering,-1.44,NoEvent
-0.6507067044220313,-0.16736830861688767,-0.003244514324931002,-0.7406470868218796,0.0,Head Horizontal,-1.42,NoEvent
-0.29134717492223655,-0.8269586579248536,0.18942837968550613,0.442010283497658,0.0,Head Vertical,-1.42,NoEvent
-0.536512349600196,0.2542123583213364,-0.6882585014491334,0.416930222922463,0.0,Eye Horizontal,-1.42,NoEvent
0.4514998418732037,-0.4727613607630723,-0.7002903664049023,-0.28677167098304523,0.0,Eye Vertical,-1.42,NoEvent
-0.0,0.0,-0.0,-0.0,1.0,Steering,-1.42,NoEvent
-0.6139845908188832,-0.2772183434725791,-0.14038794720974282,-0.7255784840784094,0.0,Head Horizontal,-1.40,NoEvent
-0.28452925387573325,-0.7791970599488739,0.2771627424831611,0.48484622266772576,0.0,Head Vertical,-1.40,NoEvent
-0.5683014386197366,0.29600140614144593,-0.5965757782983306,0.4832328457097734,0.0,Eye Horizontal,-1.40,NoEvent
0.468080656285458,-0.4778965362624388,-0.7399793099845348,-0.07032795059256394,0.0,Eye Vertical,-1.40,NoEvent
-0.0,-0.0,-0.0,-0.0,1.0,Steering,-1.40,NoEvent
-0.7007071912654639,0.07830088969952743,0.03649206951504776,-0.708199641092564,0.0,Head Horizontal,-1.38,NoEvent
-0.4204963805189618,0.7186983548896512,0.22275374784919208,0.5069874125345725,0.0,Head Vertical,-1.38,NoEvent
-0.4766498262260562,-0.34042884059512696,-0.706291549528822,0.3975743889059053,0.0,Eye Horizontal,-1.38,NoEvent
0.3240326669303392,0.6012069941727469,-0.6709704492344081,-0.28870683603607167,0.0,Eye Vertical,-1.38,NoEvent
-0.0,0.0,-0.0,0.0,1.0,Steering,-1.38,NoEvent
-0.7354923114756028,-0.16846352507217724,-0.2259296164256172,0.6161387091412978,0.0,Head Horizontal,-1.36,NoEvent
-0.440862519741588,-0.49989406252281626,0.5994946211034832,-0.4431166485357145,0.0,Head Vertical,-1.36,NoEvent
0.08171685262355495,-0.6230057719384572,-0.7040288712843751,-0.3309524324230242,0.0,Eye Horizontal,-1.36,NoEvent
0.5079504448710263,-0.5775723115818985,0.30643980826226547,0.5607951625695918,0.0,Eye Vertical,-1.36,NoEvent
-0.0,-0.0,0.0,0.0,1.0,Steering,-1.36,NoEvent
-0.7221823040898994,-0.18477991905671104,-0.27540652730596643,0.6070093458012549,0.0,Head Horizontal,-1.34,NoEvent
-0.4760418652244177,-0.5159652522528759,0.518500935940704,-0.48818109390870246,0.0,Head Vertical,-1.34,NoEvent
0.16296385524155357,-0.5850796677298913,-0.7292719757925091,-0.3150983173829725,0.0,Eye Horizontal,-1.34,NoEvent
0.47463632825340224,-0.5977608404622217,0.3513835645979653,0.5421548893466279,0.0,Eye Vertical,-1.34,NoEvent
-0.0,-0.0,0.0,0.0,1.0,Steering,-1.34,NoEvent
-0.49472735448852023,0.5511276025553886,-0.3894805570256392,0.547547355140482,0.0,Head Horizontal,-1.32,NoEvent
-0.644219541730112,0.27694720891300045,0.5103785000050864,-0.4977903296177032,0.0,Head Vertical,-1.32,NoEvent
-0.42975428905057683,-0.47057096564900286,-0.6657204448627005,-0.3881887512829373,0.0,Eye Horizontal,-1.32,NoEvent
-0.3943821469291778,-0.6309687595000353,0.380309047648572,0.549277866835316,0.0,Eye Vertical,-1.32,NoEvent
-0.0,-0.0,0.0,0.0,1.0,Steering,-1.32,NoEvent
-0.6135942178478313,0.39541025285159065,-0.3640154600298114,-0.5784856200657323,0.0,Head Horizontal,-1.30,NoEvent
-0.5838098759211272,0.33722973529545736,0.5251349276050307,0.5193028424905587,0.0,Head Vertical,-1.30,NoEvent
-0.428260021503424,-0.5379720030458507,-0.572388053624148,0.44671175716459705,0.0,Eye Horizontal,-1.30,NoEvent
-0.31505796067161035,-0.6637115047302049,0.5139046300014273,-0.442862903356456,0.0,Eye Vertical,-1.30,NoEvent
-0.0,-0.0,0.0,-0.0,1.0,Steering,-1.30,NoEvent
-0.6135317095998648,0.3953670791327126,-0.3572142729751884,0.5828050079025937,0.0,Head Horizontal,-1.28,NoEvent
-0.6082953915106465,0.29786786226104484,0.5111171738697162,-0.5291603612085644,0.0,Head Vertical,-1.28,NoEvent
-0.4045500016950732,-0.5473930498932278,-0.5990520001765041,-0.4217070620011437,0.0,Eye Horizontal,-1.28,NoEvent
-0.2998247056379658,-0.6747743758462476,0.5022886608741746,0.44998976515876765,0.0,Eye Vertical,-1.28,NoEvent
-0.0,-0.0,0.0,0.0,1.0,Steering,-1.28,NoEvent
-0.5801359543139355,0.4200190102276243,-0.3927281862252633,0.5768802972054781,0.0,Head Horizontal,-1.26,NoEvent
-0.5545710793235871,0.4175149520200504,0.48662552120391817,-0.5304034171558292,0.0,Head Vertical,-1.26,NoEvent
-0.45513716133460896,-0.5292462396843948,-0.5561843346613928,-0.45100728157033787,0.0,Eye Horizontal,-1.26,NoEvent
-0.38567260320432933,-0.6075884410248685,0.5473747890928974,0.42716948596086735,0.0,Eye Vertical,-1.26,NoEvent
-0.0,0.0,-0.0,0.0,1.0,Steering,-1.26,NoEvent
-0.3911602463297958,0.6122901679284626,-0.5324116785865456,0.4343181051418477,0.0,Head Horizontal,-1.24,NoEvent
-0.44712605983466575,0.5217219069060931,0.6214811396486256,-0.37635851462673536,0.0,Head Vertical,-1.24,NoEvent
-0.5851895770864844,-0.368247586952156,-0.4527969255998372,-0.5629580959010991,0.0,Eye Horizontal,-1.24,NoEvent
-0.5519285344836611,-0.46615524969297406,0.3539405906830093,0.5939698934065268,0.0,Eye Vertical,-1.24,NoEvent
-0.0,0.0,0.0,0.0,1.0,Steering,-1.24,NoEvent
-0.18616071394492203,-0.7049019926895969,-0.6228940321743207,0.28365541413371453,0.0,Head Horizontal,-1.22,NoEvent
-0.31558417431324143,-0.6124016133952596,0.6973847578520204,-0.19754845570034604,0.0,Head Vertical,-1.22,NoEvent
-0.6658488296603777,0.1934383602857406,-0.3150245993522844,-0.6480636069189525,0.0,Eye Horizontal,-1.22,NoEvent
-0.6499201132035013,0.3010964054635698,0.1625331535417574,0.6786219677185799,0.0,Eye Vertical,-1.22,NoEvent
-0.0,-0.0,-0.0,-0.0,1.0,Steering,-1.22,NoEvent
0.05554281303409779,-0.7257047608363666,-0.6340096415263226,0.2613414824924585,0.0,Head Horizontal,-1.20,NoEvent
-0.19351274746593797,-0.6776172933238677,0.6891830850572546,-0.16856540459888358,0.0,Head Vertical,-1.20,NoEvent
-0.6874369354044036,0.011805971977218482,-0.3385384277034962,-0.6424039319894612,0.0,Eye Horizontal,-1.20,NoEvent
-0.69778096300361,0.11852435578201324,0.09192487525514845,0.7004309545312367,0.0,Eye Vertical,-1.20,NoEvent
-0.0,-0.0,-0.0,-0.0,1.0,Steering,-1.20,NoEvent
-0.07073670875270144,-0.7214594629253905,-0.628083046335849,0.28285022237170543,0.0,Head Horizontal,-1.18,NoEvent
-0.24606491753783255,-0.6518333165625528,0.6929569741386663,-0.18540770148175217,0.0,Head Vertical,-1.18,NoEvent
-0.6866899135273677,0.09744801034313487,-0.32428836164860925,-0.6432712541682561,0.0,Eye Horizontal,-1.18,NoEvent
-0.6803714698984017,0.212399284496524,0.1419837222970447,0.6868928806563137,0.0,Eye Vertical,-1.18,NoEvent
-0.0,0.0,-0.0,-0.0,1.0,Steering,-1.18,NoEvent
-0.11889158645710643,-0.7142875975540782,-0.6029120253206214,0.3348956678936327,0.0,Head Horizontal,-1.16,NoEvent
-0.2624087926284577,-0.6443013193573672,0.6671871396612294,-0.2662306445477284,0.0,Head Vertical,-1.16,NoEvent
-0.6787034259446405,0.1416319317722798,-0.3755768970985245,-0.6150154875117411,0.0,Eye Horizontal,-1.16,NoEvent
-0.6755502023032749,0.23368661441604197,0.22427751728672726,0.6623609934548337,0.0,Eye Vertical,-1.16,NoEvent
-0.0,0.0,0.0,-0.0,1.0,Steering,-1.16,NoEvent
-0.01332241175622843,-0.7168031174736884,-0.6478438224891055,0.257515408835476,0.0,Head Horizontal,-1.14,NoEvent
-0.15089572246115232,-0.6831895002088062,0.6975445510798308,-0.15464212558745286,0.0,Head Vertical,-1.14,NoEvent
-0.6996164509080282,0.023878449596529436,-0.27414318697451817,-0.6594028770783265,0.0,Eye Horizontal,-1.14,NoEvent
-0.6982763177330148,0.1373871072164647,0.13629194384480586,0.6891730355338324,0.0,Eye Vertical,-1.14,NoEvent
-0.0,0.0,-0.0,-0.0,1.0,Steering,-1.14,NoEvent
-0.13459391875122617,-0.7054827176380364,-0.6423000252353724,0.2676364880427903,0.0,Head Horizontal,-1.12,NoEvent
-0.24252956064013304,-0.65223465809547,0.6995946231072593,-0.16228593997694593,0.0,Head Vertical,-1.12,NoEvent
-0.6881394636586193,0.1284267815277101,-0.27199513503153,-0.6602948484285193,0.0,Eye Horizontal,-1.12,NoEvent
-0.6704684689129832,0.2457450867862251,0.15503769677478893,0.682674664164915,0.0,Eye Vertical,-1.12,NoEvent
0.0,-0.0,-0.0,-0.0,1.0,Steering,-1.12,NoEvent
0.012240412490371852,-0.7177864417628093,-0.6623243216962788,0.21438117737598905,0.0,Head Horizontal,-1.10,NoEvent
-0.15042012654720383,-0.6855668088563198,0.7029392396746934,-0.11510152670424942,0.0,Head Vertical,-1.10,NoEvent
-0.698615737778183,0.014148608183810866,-0.24570476798477076,-0.67183705971363,0.0,Eye Horizontal,-1.10,NoEvent
-0.6993997488991781,0.12075012009314298,0.08265642869540223,0.6995908193598455,0.0,Eye Vertical,-1.10,NoEvent
-0.0,-0.0,0.0,0.0,1.0,Steering,-1.10,NoEvent
-0.1392004758888243,-0.7050956866540697,-0.678768476546278,0.1507867879530424,0.0,Head Horizontal,-1.08,NoEvent
-0.2470707533055171,-0.6512123266542754,0.7157003308613535,-0.05149354211470121,0.0,Head Vertical,-1.08,NoEvent
-0.6866458250547652,0.14031291814654664,-0.15939541121668652,-0.6952861992152038,0.0,Eye Horizontal,-1.08,NoEvent
-0.669400314690865,0.24305321079251738,0.040490672198136256,0.7008486718829975,0.0,Eye Vertical,-1.08,NoEvent
-0.0,-0.0,0.0,0.0,1.0,Steering,-1.08,NoEvent
0.09382025645525845,-0.7127013890797915,-0.6804574014898805,0.14223998818913328,0.0,Head Horizontal,-1.06,NoEvent
-0.12603335753036893,-0.6983728878214954,0.7022829124270235,-0.05647666118411735,0.0,Head Vertical,-1.06,NoEvent
-0.6950674193915668,-0.029137083025684712,-0.2089837075240967,-0.6872831460777906,0.0,Eye Horizontal,-1.06,NoEvent
-0.7015658449273598,0.05901753936208987,-0.010111659613534841,0.7100845369523716,0.0,Eye Vertical,-1.06,NoEvent
0.0,-0.0,-0.0,0.0,1.0,Steering,-1.06,NoEvent
0.08560120049275481,-0.7144745583107244,-0.6688080179151911,0.18680036181241258,0.0,Head Horizontal,-1.04,NoEvent
-0.1308533818132104,-0.6952663046698576,0.7010982208288017,-0.08912599401664753,0.0,Head Vertical,-1.04,NoEvent
-0.6944986763157828,-0.030142357699602124,-0.24540751106363193,-0.6756760913200118,0.0,Eye Horizontal,-1.04,NoEvent
-0.7022972415849797,0.0722655477369767,0.030533153073269825,0.7075478793946088,0.0,Eye Vertical,-1.04,NoEvent
-0.0,-0.0,-0.0,0.0,1.0,Steering,-1.04,NoEvent
-0.04797128664968402,-0.7208334726136393,-0.6709742548020621,0.16700721484341252,0.0,Head Horizontal,-1.02,NoEvent
-0.210576252185392,-0.6652189870145249,0.7133000569986235,-0.06591183517915435,0.0,Head Vertical,-1.02,NoEvent
